producto,categoria,pais,anio,marca
Producto_3,Electrónica,Brasil,2022,Appel
Producto_3,Electrónica,Brasil,2023,uHawei
Producto_3,Electrónica,Brsil,2024,HP
Producto_4,Belleza,Chle,2018,Soyn
Producto_4,Belleza,Chile,2019,Huawei
Producto_4,Belleza,Chile,2020,Appel
Producto_4,Belleza,Chile,2021,Huawe
Producto_4,Belleza,Chile,2022,Xiaomi
Producto_4,Belleza,Chile,2023,Dell
Producto_4,Belleza,Chile,2024,Huqwei
Producto_4,Belleza,Peru,2018,Xaiomi
Producto_4,Belleza,Peru,2019,Xialmi
Producto_4,Belleza,ePru,2020,Sony
Producto_4,Belleza,Peru,2021,PH
Producto_4,Belleza,Peru,2022,Huaei
Producto_4,Belleza,PPeru,2023,Dell
Producto_4,Belleza,Peru,2024,Sonny
Producto_4,Belleza,Colombiaa,2018,Sony
Producto_4,Belleza,Colombia,2019,Apple
Producto_4,Belleza,Colombia,2020,Dell
Producto_4,Belleza,Colomia,2021,Apple
Producto_4,Belleza,Colombia,2022,Xiaomi
Producto_4,Belleza,Colombia,2023,HP
Producto_4,Belleza,Colombia,2024,Samusng
Producto_4,Belleza,Mexio,2018,Samsung
Producto_4,Belleza,Mexico,2019,Dell
Producto_4,Belleza,Mexxico,2020,Dell
Producto_4,Belleza,Mexico,2021,Huawei
Producto_4,Belleza,Mexuco,2022,Apple
Producto_4,Belleza,Mexico,2023,G
Producto_4,Belleza,Mexico,2024,Huawi
Producto_4,Belleza,Argentina,2018,Sony
Producto_4,Belleza,Argetina,2019,Huwaei
Producto_4,Belleza,Argntina,2020,Sonyy
Producto_4,Belleza,Argentnia,2021,zamsung
Producto_4,Belleza,Argentina,2022,Samsung
Producto_4,Belleza,Argehtina,2023,LG
Producto_4,Belleza,Argentina,2024,Sohy
Producto_4,Belleza,Brasil,2018,Sony
Producto_4,Belleza,Brasil,2019,HP
Producto_4,Belleza,Brasil,2020,Dell
Producto_4,Belleza,rBasil,2021,HPP
Producto_4,Belleza,Brasil,2022,Samsung
Producto_4,Belleza,Brsil,2023,AApple
Producto_4,Belleza,Brzsil,2024,Xaiomi
Producto_5,Belleza,Chile,2018,Apple
Producto_5,Belleza,Chile,2019,Apple
Producto_5,Belleza,Chile,2020,LG
Producto_5,Belleza,Chie,2021,Huuawei
Producto_5,Belleza,Chile,2022,Xiaomi
Producto_5,Belleza,Chile,2023,Apple
Producto_5,Belleza,Chile,2024,Sansung
Producto_5,Belleza,Peru,2018,Dell
Producto_5,Belleza,Peru,2019,Aple
Producto_5,Belleza,Peru,2020,Samsung
Producto_5,Belleza,Peruu,2021,Xiaomi
Producto_5,Belleza,Peru,2022,Xiaomi
Producto_5,Belleza,Peu,2023,HP
Producto_5,Belleza,Peru,2024,iXaomi
Producto_5,Belleza,Colombia,2018,Sony
Producto_5,Belleza,Colombia,2019,Xiaomi
Producto_5,Belleza,Colombia,2020,LG
Producto_5,Belleza,Colmobia,2021,Apple
Producto_5,Belleza,Colobia,2022,Dll
Producto_5,Belleza,Colombia,2023,LG
Producto_5,Belleza,Colomia,2024,Dell
Producto_5,Belleza,Mexxico,2018,aSmsung
Producto_5,Belleza,Mexico,2019,LG
Producto_5,Belleza,Mexico,2020,LG
Producto_5,Belleza,Mexico,2021,Samsung
Producto_5,Belleza,Mexico,2022,Dell
Producto_5,Belleza,Mexico,2023,Dell
Producto_5,Belleza,Mexico,2024,Apple
Producto_5,Belleza,Argentina,2018,oSny
Producto_5,Belleza,Argentina,2019,Xiaomi
Producto_5,Belleza,Argentina,2020,Xiiaomi
Producto_5,Belleza,Argentina,2021,Somy
Producto_5,Belleza,Argentina,2022,pG
Producto_5,Belleza,Argentina,2023,HP
Producto_5,Belleza,Argentina,2024,ell
Producto_5,Belleza,Brasil,2018,Xiaomi
Producto_5,Belleza,Brsil,2019,Smasung
Producto_5,Belleza,Braisl,2020,Xiaoim
Producto_5,Belleza,Brasil,2021,Dell
Producto_5,Belleza,Brasil,2022,HP
Producto_5,Belleza,Brasil,2023,pAple
Producto_5,Belleza,Brasil,2024,Samsung
Producto_6,Computación,Chile,2018,Saksung
Producto_6,Computación,Chile,2019,Samsung
Producto_6,Computación,Chil,2020,Appe
Producto_6,Computación,Chile,2021,Huawei
Producto_6,Computación,Chile,2022,Xiaomi
Producto_6,Computación,Chile,2023,Sony
Producto_6,Computación,Chile,2024,LG
Producto_6,Computación,Psru,2018,LG
Producto_6,Computación,PPeru,2019,Samsung
Producto_6,Computación,Peru,2020,Huawe
Producto_6,Computación,Peru,2021,amsung
Producto_6,Computación,Peru,2022,HP
Producto_6,Computación,Pru,2023,Xiaomi
Producto_6,Computación,Peru,2024,Sony
Producto_6,Computación,Colombia,2018,Apple
Producto_6,Computación,Colombia,2019,Sameung
Producto_6,Computación,Cplombia,2020,LG
Producto_6,Computación,Colombia,2021,Huuawei
Producto_6,Computación,Colombia,2022,Xiaomi
Producto_6,Computación,Colombia,2023,HP
Producto_6,Computación,Colombia,2024,LG
Producto_6,Computación,Mexico,2018,LG
Producto_6,Computación,Mexico,2019,HP
Producto_6,Computación,Mexico,2020,Xiaomu
Producto_6,Computación,Mexico,2021,Sansung
Producto_6,Computación,Mexico,2022,LG
Producto_6,Computación,Mexico,2023,LG
Producto_6,Computación,Mexico,2024,Appel
Producto_6,Computación,Argentina,2018,Del
Producto_6,Computación,Argentinz,2019,Appel
Producto_6,Computación,Argentina,2020,Dell
Producto_6,Computación,Argentina,2021,Xiaomi
Producto_6,Computación,Argentina,2022,Huawi
Producto_6,Computación,Argentina,2023,HP
Producto_6,Computación,Argentina,2024,Sony
Producto_6,Computación,Brasil,2018,Samsung
Producto_6,Computación,Brasil,2019,Samsung
Producto_6,Computación,Brasil,2020,LG
Producto_6,Computación,Brsil,2021,HPP
Producto_6,Computación,Brasil,2022,Delll
Producto_6,Computación,Brasil,2023,Xiaomi
Producto_6,Computación,Brasil,2024,Samsung
Producto_7,Hogar,Chile,2018,LG
Producto_7,Hogar,Chile,2019,Huawei
Producto_7,Hogar,Chile,2020,Sasmung
Producto_7,Hogar,hCile,2021,LG
Producto_7,Hogar,Chile,2022,L
Producto_7,Hogar,Chle,2023,HPP
Producto_7,Hogar,Chile,2024,Sony
Producto_7,Hogar,Peru,2018,Huawei
Producto_7,Hogar,Peru,2019,Xiaomi
Producto_7,Hogar,Peru,2020,Apple
Producto_7,Hogar,Peru,2021,Xiaomi
Producto_7,Hogar,Peru,2022,HP
Producto_7,Hogar,Peru,2023,Huawei
Producto_7,Hogar,Pery,2024,Huawek
Producto_7,Hogar,Cloombia,2018,Sansung
Producto_7,Hogar,Colombia,2019,Sansung
Producto_7,Hogar,Colombia,2020,Dell
Producto_7,Hogar,Colombia,2021,Sonny
Producto_7,Hogar,Colombia,2022,Soni
Producto_7,Hogar,Colombia,2023,HP
Producto_7,Hogar,Colombia,2024,Sony
Producto_7,Hogar,Mexico,2018,Huawei
Producto_7,Hogar,Mexico,2019,Huawei
Producto_7,Hogar,Mexico,2020,eDll
Producto_7,Hogar,Mexico,2021,GL
Producto_7,Hogar,Mexico,2022,Huaweei
Producto_7,Hogar,Mexio,2023,HP
Producto_7,Hogar,Mexico,2024,Alple
Producto_7,Hogar,Argentina,2018,Dell
Producto_7,Hogar,Argentina,2019,Apple
Producto_7,Hogar,Argentina,2020,HP
Producto_7,Hogar,Argentina,2021,Sony
Producto_7,Hogar,Argntina,2022,Sansung
Producto_7,Hogar,Argentina,2023,Appld
Producto_7,Hogar,Argentina,2024,pAple
Producto_7,Hogar,Brasill,2018,Dell
Producto_7,Hogar,Brasil,2019,P
Producto_7,Hogar,Brasil,2020,Sonny
Producto_7,Hogar,Brsil,2021,iXaomi
Producto_7,Hogar,Brasil,2022,Slny
Producto_7,Hogar,Brasil,2023,Apple
Producto_7,Hogar,Brasil,2024,Ly
Producto_8,Electrónica,Chile,2018,HP
Producto_8,Electrónica,Chle,2019,Xiaomi
Producto_8,Electrónica,Chile,2020,Drll
Producto_8,Electrónica,Chile,2021,HPP
Producto_8,Electrónica,Chile,2022,LG
Producto_8,Electrónica,Chile,2023,Samdung
Producto_8,Electrónica,Cihle,2024,amsung
Producto_8,Electrónica,Peru,2018,LG
Producto_8,Electrónica,Peru,2019,Samsung
Producto_8,Electrónica,Peru,2020,Huawei
Producto_8,Electrónica,Peru,2021,HP
Producto_8,Electrónica,Peru,2022,Appel
Producto_8,Electrónica,Peru,2023,Appel
Producto_8,Electrónica,Peru,2024,Dell
Producto_8,Electrónica,Colombia,2018,Dell
Producto_8,Electrónica,Colombia,2019,HP
Producto_8,Electrónica,Colombia,2020,Sony
Producto_8,Electrónica,Colombia,2021,Xiaomi
Producto_8,Electrónica,Coombia,2022,Samsung
Producto_8,Electrónica,Colombia,2023,Sony
Producto_8,Electrónica,Colomia,2024,Sasmung
Producto_8,Electrónica,Mexico,2018,Sony
Producto_8,Electrónica,Meexico,2019,Sony
Producto_8,Electrónica,Mexico,2020,Dell
Producto_8,Electrónica,Mexico,2021,Depl
Producto_8,Electrónica,Mexico,2022,Soy
Producto_8,Electrónica,Mexico,2023,Huawei
Producto_8,Electrónica,Mexico,2024,Huawei
Producto_8,Electrónica,Argentina,2018,Dell
Producto_8,Electrónica,Argentina,2019,Xiaomi
Producto_8,Electrónica,Argentina,2020,Del
Producto_8,Electrónica,Argentina,2021,Xiaomi
Producto_8,Electrónica,Argentina,2022,Xiaomi
Producto_8,Electrónica,Argentina,2023,Apple
Producto_8,Electrónica,srgentina,2024,Sony
Producto_8,Electrónica,Brasil,2018,Xiaomi
Producto_8,Electrónica,Brasil,2019,Huawri
Producto_8,Electrónica,Brasil,2020,Samsug
Producto_8,Electrónica,Brasil,2021,Apple
Producto_8,Electrónica,Brasil,2022,Xiami
Producto_8,Electrónica,Brasil,2023,Sony
Producto_8,Electrónica,Brasil,2024,Xiaomi
Producto_9,Automotriz,Chile,2018,HP
Producto_9,Automotriz,Chile,2019,Apple
Producto_9,Automotriz,Chile,2020,Apple
Producto_9,Automotriz,Chile,2021,Huwei
Producto_9,Automotriz,Chile,2022,Sasung
Producto_9,Automotriz,Chile,2023,Apple
Producto_9,Automotriz,Chle,2024,Apple
Producto_9,Automotriz,Peru,2018,Dell
Producto_9,Automotriz,Peru,2019,Xiaomi
Producto_9,Automotriz,ePru,2020,HP
Producto_9,Automotriz,Peru,2021,iaomi
Producto_9,Automotriz,Peri,2022,Samsung
Producto_9,Automotriz,Peru,2023,Del
Producto_9,Automotriz,Peru,2024,Dell
Producto_9,Automotriz,Colombia,2018,Huawei
Producto_9,Automotriz,Colobmia,2019,HP
Producto_9,Automotriz,Colomia,2020,Samsung
Producto_9,Automotriz,Colombia,2021,Dell
Producto_9,Automotriz,Colombia,2022,SSamsung
Producto_9,Automotriz,Colmbia,2023,Apple
Producto_9,Automotriz,Colombia,2024,Apple
Producto_9,Automotriz,Mexico,2018,Samsung
Producto_9,Automotriz,Mexico,2019,Dell
Producto_9,Automotriz,Mexico,2020,Xiaoim
Producto_9,Automotriz,Mexico,2021,Dell
Producto_9,Automotriz,Mexico,2022,Huswei
Producto_9,Automotriz,Mexico,2023,Xiaomi
Producto_9,Automotriz,Mexico,2024,Dell
Producto_9,Automotriz,Argenina,2018,Dell
Producto_9,Automotriz,Argentina,2019,LG
Producto_9,Automotriz,Argentina,2020,Samsung
Producto_9,Automotriz,Argentina,2021,Ssmsung
Producto_9,Automotriz,Argentina,2022,Samsung
Producto_9,Automotriz,Argentina,2023,Huawei
Producto_9,Automotriz,Argentina,2024,Dell
Producto_9,Automotriz,Brasil,2018,HP
Producto_9,Automotriz,Brasil,2019,HP
Producto_9,Automotriz,Brasil,2020,Dell
Producto_9,Automotriz,Brasil,2021,HP
Producto_9,Automotriz,Brasil,2022,Del
Producto_9,Automotriz,Brasil,2023,Xioami
Producto_9,Automotriz,Brasil,2024,Dell
Producto_10,Electrónica,Chhile,2018,Dell
Producto_10,Electrónica,Chile,2019,Samsung
Producto_10,Electrónica,Chile,2020,Dell
Producto_10,Electrónica,Chile,2021,L-G
Producto_10,Electrónica,Chilw,2022,HP
Producto_10,Electrónica,Chile,2023,Appoe
Producto_10,Electrónica,Chille,2024,Huawei
Producto_10,Electrónica,Peru,2018,Apple
Producto_10,Electrónica,Pru,2019,HPP
Producto_10,Electrónica,Peruu,2020,Deol
Producto_10,Electrónica,Peru,2021,Dell
Producto_10,Electrónica,Peru,2022,Huawei
Producto_10,Electrónica,Peru,2023,HP
Producto_10,Electrónica,Peru,2024,Samsuung
Producto_10,Electrónica,Colomia,2018,Samsung
Producto_10,Electrónica,Colombia,2019,Huawei
Producto_10,Electrónica,Copombia,2020,Xiaomi
Producto_10,Electrónica,Colomia,2021,HP
Producto_10,Electrónica,Colombia,2022,GL
Producto_10,Electrónica,Coombia,2023,Dell
Producto_10,Electrónica,CColombia,2024,P
Producto_10,Electrónica,eMxico,2018,LG
Producto_10,Electrónica,Mexico,2019,LG
Producto_10,Electrónica,Mexico,2020,Sony
Producto_10,Electrónica,Mexico,2021,Dell
Producto_10,Electrónica,Mexico,2022,Appel
Producto_10,Electrónica,Mexico,2023,Sony
Producto_10,Electrónica,Mexicco,2024,Soyn
Producto_10,Electrónica,Argentina,2018,Sony
Producto_10,Electrónica,Argentina,2019,HP
Producto_10,Electrónica,Argentina,2020,HP
Producto_10,Electrónica,Argentina,2021,Apple
Producto_10,Electrónica,Argetnina,2022,Aplpe
Producto_10,Electrónica,Argenina,2023,Xiaomi
Producto_10,Electrónica,Argentina,2024,HP
Producto_10,Electrónica,Brasil,2018,Samsung
Producto_10,Electrónica,Brasil,2019,HP
Producto_10,Electrónica,Brasil,2020,Dell
Producto_10,Electrónica,Brqsil,2021,Appel
Producto_10,Electrónica,Brasil,2022,Apple
Producto_10,Electrónica,Brasil,2023,LG
Producto_10,Electrónica,Braisl,2024,Apple
Producto_11,Hogar,Chile,2018,Son
Producto_11,Hogar,Chile,2019,Sansung
Producto_11,Hogar,Chile,2020,Sony
Producto_11,Hogar,Chile,2021,Xiaoni
Producto_11,Hogar,Chile,2022,HP
Producto_11,Hogar,Cihle,2023,Dell
Producto_11,Hogar,Chile,2024,HP
Producto_11,Hogar,Peru,2018,Del
Producto_11,Hogar,Peru,2019,Sony
Producto_11,Hogar,Peru,2020,Sony
Producto_11,Hogar,Peeru,2021,eamsung
Producto_11,Hogar,Peru,2022,Dell
Producto_11,Hogar,Peru,2023,Samsung
Producto_11,Hogar,Peru,2024,LG
Producto_11,Hogar,Colombia,2018,Apple
Producto_11,Hogar,Colombia,2019,Apple
Producto_11,Hogar,Colombia,2020,Sony
Producto_11,Hogar,Colombai,2021,Samsung
Producto_11,Hogar,Colmobia,2022,aamsung
Producto_11,Hogar,Colokbia,2023,Del
Producto_11,Hogar,Colombia,2024,L-G
Producto_11,Hogar,Mexico,2018,pple
Producto_11,Hogar,Mexico,2019,Apple
Producto_11,Hogar,Mexico,2020,Xiaomi
Producto_11,Hogar,Mexico,2021,Alple
Producto_11,Hogar,Mexico,2022,Huawei
Producto_11,Hogar,Mexico,2023,Huaei
Producto_11,Hogar,Mexico,2024,LG
Producto_11,Hogar,Argentina,2018,Sony
Producto_11,Hogar,Argentina,2019,Sony
Producto_11,Hogar,Argentina,2020,HP
Producto_11,Hogar,Argentina,2021,H
Producto_11,Hogar,Argentina,2022,Xiaomi
Producto_11,Hogar,Argentina,2023,Huawei
Producto_11,Hogar,Argentina,2024,LLG
Producto_11,Hogar,Brasil,2018,Sony
Producto_11,Hogar,Brasjl,2019,AApple
Producto_11,Hogar,Brasil,2020,ony
Producto_11,Hogar,Brasil,2021,Samsung
Producto_11,Hogar,Brasil,2022,Huawei
Producto_11,Hogar,Brasi,2023,Sony
Producto_11,Hogar,Brasil,2024,Sony
Producto_12,Juguetería,Chile,2018,XXiaomi
Producto_12,Juguetería,Cile,2019,HP
Producto_12,Juguetería,Chile,2020,HP
Producto_12,Juguetería,Chile,2021,Xiaomi
Producto_12,Juguetería,Chile,2022,Apple
Producto_12,Juguetería,Chile,2023,Appple
Producto_12,Juguetería,Chile,2024,Appel
Producto_12,Juguetería,Peru,2018,Apple
Producto_12,Juguetería,Peru,2019,L-G
Producto_12,Juguetería,oeru,2020,Apple
Producto_12,Juguetería,PPeru,2021,Dell
Producto_12,Juguetería,Peru,2022,HPP
Producto_12,Juguetería,Pfru,2023,Soni
Producto_12,Juguetería,oeru,2024,Dell
Producto_12,Juguetería,Colombia,2018,Samsung
Producto_12,Juguetería,Colombai,2019,HP
Producto_12,Juguetería,Colombia,2020,Sony
Producto_12,Juguetería,Colombia,2021,Apple
Producto_12,Juguetería,Colombia,2022,Dell
Producto_12,Juguetería,Colombai,2023,Samsung
Producto_12,Juguetería,Colombia,2024,Sony
Producto_12,Juguetería,Mexico,2018,Sansung
Producto_12,Juguetería,Mexico,2019,Del
Producto_12,Juguetería,Mexico,2020,LG
Producto_12,Juguetería,Mexico,2021,GL
Producto_12,Juguetería,Mexicco,2022,Apple
Producto_12,Juguetería,Meexico,2023,Sony
Producto_12,Juguetería,exico,2024,Xiaomi
Producto_12,Juguetería,Argentina,2018,HPP
Producto_12,Juguetería,Argentina,2019,Sony
Producto_12,Juguetería,Argentina,2020,Samsung
Producto_12,Juguetería,Argentina,2021,HP
Producto_12,Juguetería,Argentina,2022,Samsung
Producto_12,Juguetería,rgentina,2023,Dell
Producto_12,Juguetería,Argentinz,2024,HP
Producto_12,Juguetería,Brasil,2018,Samsnug
Producto_12,Juguetería,Brasil,2019,Del
Producto_12,Juguetería,Brasil,2020,HP
Producto_12,Juguetería,Brsil,2021,HP
Producto_12,Juguetería,Brasil,2022,Samsnug
Producto_12,Juguetería,Brasil,2023,Apple
Producto_12,Juguetería,Brasil,2024,Xiaomi
Producto_13,Automotriz,Chile,2018,Sony
Producto_13,Automotriz,Chhile,2019,Dell
Producto_13,Automotriz,Chile,2020,Sansung
Producto_13,Automotriz,Chiile,2021,Appel
Producto_13,Automotriz,hCile,2022,Sony
Producto_13,Automotriz,Chile,2023,LG
Producto_13,Automotriz,Chile,2024,LG
Producto_13,Automotriz,Peru,2018,GL
Producto_13,Automotriz,Peur,2019,qpple
Producto_13,Automotriz,Peru,2020,Xiaomi
Producto_13,Automotriz,Peru,2021,HP
Producto_13,Automotriz,Pru,2022,Lf
Producto_13,Automotriz,Peru,2023,aSmsung
Producto_13,Automotriz,Peru,2024,Huawwei
Producto_13,Automotriz,Colombia,2018,Huawei
Producto_13,Automotriz,Colomiba,2019,HP
Producto_13,Automotriz,Colombia,2020,HP
Producto_13,Automotriz,Colomia,2021,Apple
Producto_13,Automotriz,Colombia,2022,Huaweii
Producto_13,Automotriz,Colombia,2023,Apple
Producto_13,Automotriz,Colombia,2024,Dell
Producto_13,Automotriz,Mexicl,2018,HP
Producto_13,Automotriz,Mexico,2019,Apple
Producto_13,Automotriz,Mxeico,2020,LG
Producto_13,Automotriz,Mexico,2021,Sony
Producto_13,Automotriz,Mexico,2022,Soni
Producto_13,Automotriz,Mexico,2023,Xiaomi
Producto_13,Automotriz,Mexico,2024,Xiaomi
Producto_13,Automotriz,Argentina,2018,Soni
Producto_13,Automotriz,Argentina,2019,Xiaomi
Producto_13,Automotriz,Argentina,2020,HP
Producto_13,Automotriz,Argentina,2021,LG
Producto_13,Automotriz,Argenttina,2022,Appel
Producto_13,Automotriz,Argentina,2023,HP
Producto_13,Automotriz,Arentina,2024,Xiaomi
Producto_13,Automotriz,Brasil,2018,Dell
Producto_13,Automotriz,Barsil,2019,Soyn
Producto_13,Automotriz,Brrasil,2020,Sony
Producto_13,Automotriz,Brasil,2021,Huawei
Producto_13,Automotriz,rBasil,2022,Appple
Producto_13,Automotriz,Brsil,2023,Huawei
Producto_13,Automotriz,Brasil,2024,HHuawei
Producto_14,Juguetería,Chlie,2018,Appl
Producto_14,Juguetería,Chile,2019,Dell
Producto_14,Juguetería,Chile,2020,Huawei
Producto_14,Juguetería,Chile,2021,HP
Producto_14,Juguetería,Chile,2022,L
Producto_14,Juguetería,Chile,2023,Dell
Producto_14,Juguetería,Chole,2024,LG
Producto_14,Juguetería,Pru,2018,Xaiomi
Producto_14,Juguetería,Preu,2019,HP
Producto_14,Juguetería,Peru,2020,HHuawei
Producto_14,Juguetería,Perru,2021,pAple
Producto_14,Juguetería,Peru,2022,Xaiomi
Producto_14,Juguetería,Peru,2023,LG
Producto_14,Juguetería,Peru,2024,Xiaomi
Producto_14,Juguetería,Colombia,2018,HP
Producto_14,Juguetería,Colmbia,2019,Apple
Producto_14,Juguetería,Colombia,2020,Sansung
Producto_14,Juguetería,Collombia,2021,Apple
Producto_14,Juguetería,Colombia,2022,HPP
Producto_14,Juguetería,Colombia,2023,GL
Producto_14,Juguetería,Cloombia,2024,Huawei
Producto_14,Juguetería,Mexico,2018,Dell
Producto_14,Juguetería,Mexico,2019,Samsung
Producto_14,Juguetería,Mexico,2020,Smasung
Producto_14,Juguetería,Mexio,2021,Sony
Producto_14,Juguetería,Mexico,2022,HP
Producto_14,Juguetería,Mexico,2023,HPP
Producto_14,Juguetería,Mexico,2024,Xiaomi
Producto_14,Juguetería,Argentina,2018,LG
Producto_14,Juguetería,Argentina,2019,Sony
Producto_14,Juguetería,Argeentina,2020,Xiaomi
Producto_14,Juguetería,Argentina,2021,HP
Producto_14,Juguetería,Argentina,2022,HP
Producto_14,Juguetería,Argentina,2023,Huawei
Producto_14,Juguetería,Argentina,2024,LG
Producto_14,Juguetería,Brasil,2018,Huawei
Producto_14,Juguetería,Brsail,2019,Xiaomi
Producto_14,Juguetería,Braisl,2020,Sny
Producto_14,Juguetería,Brasil,2021,L-G
Producto_14,Juguetería,Braasil,2022,LLG
Producto_14,Juguetería,Brasil,2023,Dell
Producto_14,Juguetería,Brasil,2024,HP
Producto_15,Belleza,Chile,2018,HPP
Producto_15,Belleza,Chile,2019,Sny
