producto,categoria,pais,anio,marca,precio_usd
Producto_2,Deporte,Brasil,2022,Dell,90.46
Producto_2,Deporte,Brasil,2023,Sony,297.63
Producto_2,Deporte,Brasil,2024,HP,121.0
Producto_3,Electrónica,Chile,2018,LG,1449.23
Producto_3,Electrónica,Chile,2019,Dell,621.94
Producto_3,Electrónica,Chile,2020,Huawei,254.09
Producto_3,Electrónica,Chile,2021,Huawei,1433.19
Producto_3,Electrónica,Chile,2022,Dell,422.94
Producto_3,Electrónica,Chile,2023,LG,801.04
Producto_3,Electrónica,Chile,2024,Dell,1250.92
Producto_3,Electrónica,Peru,2018,Sony,174.52
Producto_3,Electrónica,Peru,2019,Sony,941.61
Producto_3,Electrónica,Peru,2020,Sony,923.57
Producto_3,Electrónica,Peru,2021,Huawei,598.46
Producto_3,Electrónica,Peru,2022,Huawei,1338.23
Producto_3,Electrónica,Peru,2023,Sony,254.41
Producto_3,Electrónica,Peru,2024,Dell,284.44
Producto_3,Electrónica,Colombia,2018,Dell,767.41
Producto_3,Electrónica,Colombia,2019,Huawei,774.12
Producto_3,Electrónica,Colombia,2020,Sony,745.77
Producto_3,Electrónica,Colombia,2021,Dell,266.86
Producto_3,Electrónica,Colombia,2022,HP,769.07
Producto_3,Electrónica,Colombia,2023,HP,592.44
Producto_3,Electrónica,Colombia,2024,Apple,97.59
Producto_3,Electrónica,Mexico,2018,Apple,1389.61
Producto_3,Electrónica,Mexico,2019,Apple,1380.8
Producto_3,Electrónica,Mexico,2020,Sony,1255.79
Producto_3,Electrónica,Mexico,2021,Huawei,1398.07
Producto_3,Electrónica,Mexico,2022,Huawei,409.97
Producto_3,Electrónica,Mexico,2023,Apple,1315.58
Producto_3,Electrónica,Mexico,2024,Sony,197.04
Producto_3,Electrónica,Argentina,2018,Apple,340.62
Producto_3,Electrónica,Argentina,2019,HP,1441.18
Producto_3,Electrónica,Argentina,2020,Sony,718.67
Producto_3,Electrónica,Argentina,2021,Dell,927.67
Producto_3,Electrónica,Argentina,2022,LG,371.07
Producto_3,Electrónica,Argentina,2023,Apple,168.31
Producto_3,Electrónica,Argentina,2024,Sony,1364.86
Producto_3,Electrónica,Brasil,2018,Apple,1349.48
Producto_3,Electrónica,Brasil,2019,Samsung,938.04
Producto_3,Electrónica,Brasil,2020,HP,129.31
Producto_3,Electrónica,Brasil,2021,Huawei,1322.83
Producto_3,Electrónica,Brasil,2022,Apple,185.32
Producto_3,Electrónica,Brasil,2023,Huawei,1461.09
Producto_3,Electrónica,Brasil,2024,Dell,461.75
Producto_4,Belleza,Chile,2018,Dell,29.49
Producto_4,Belleza,Chile,2019,Dell,145.55
Producto_4,Belleza,Chile,2020,Dell,16.87
Producto_4,Belleza,Chile,2021,Huawei,162.91
Producto_4,Belleza,Chile,2022,Samsung,86.01
Producto_4,Belleza,Chile,2023,Huawei,133.63
Producto_4,Belleza,Chile,2024,Sony,132.83
Producto_4,Belleza,Peru,2018,Dell,77.49
Producto_4,Belleza,Peru,2019,Sony,136.97
Producto_4,Belleza,Peru,2020,LG,97.46
Producto_4,Belleza,Peru,2021,Apple,53.01
Producto_4,Belleza,Peru,2022,Dell,124.12
Producto_4,Belleza,Peru,2023,LG,72.28
Producto_4,Belleza,Peru,2024,Huawei,116.01
Producto_4,Belleza,Colombia,2018,LG,87.58
Producto_4,Belleza,Colombia,2019,Sony,183.85
Producto_4,Belleza,Colombia,2020,Huawei,171.41
Producto_4,Belleza,Colombia,2021,Apple,129.97
Producto_4,Belleza,Colombia,2022,Samsung,94.29
Producto_4,Belleza,Colombia,2023,Xiaomi,5.03
Producto_4,Belleza,Colombia,2024,Samsung,112.18
Producto_4,Belleza,Mexico,2018,Xiaomi,33.86
Producto_4,Belleza,Mexico,2019,HP,95.17
Producto_4,Belleza,Mexico,2020,LG,76.13
Producto_4,Belleza,Mexico,2021,Sony,184.04
Producto_4,Belleza,Mexico,2022,Sony,25.62
Producto_4,Belleza,Mexico,2023,Dell,162.45
Producto_4,Belleza,Mexico,2024,Dell,158.99
Producto_4,Belleza,Argentina,2018,HP,179.29
Producto_4,Belleza,Argentina,2019,HP,129.4
Producto_4,Belleza,Argentina,2020,Xiaomi,93.54
Producto_4,Belleza,Argentina,2021,LG,133.42
Producto_4,Belleza,Argentina,2022,LG,10.66
Producto_4,Belleza,Argentina,2023,Apple,77.9
Producto_4,Belleza,Argentina,2024,Xiaomi,53.08
Producto_4,Belleza,Brasil,2018,Samsung,118.26
Producto_4,Belleza,Brasil,2019,Dell,187.95
Producto_4,Belleza,Brasil,2020,HP,199.96
Producto_4,Belleza,Brasil,2021,Sony,176.79
Producto_4,Belleza,Brasil,2022,Xiaomi,98.8
Producto_4,Belleza,Brasil,2023,Huawei,127.62
Producto_4,Belleza,Brasil,2024,Samsung,156.56
Producto_5,Belleza,Chile,2018,Huawei,90.59
Producto_5,Belleza,Chile,2019,LG,81.16
Producto_5,Belleza,Chile,2020,LG,23.29
Producto_5,Belleza,Chile,2021,LG,131.63
Producto_5,Belleza,Chile,2022,HP,190.87
Producto_5,Belleza,Chile,2023,Huawei,40.47
Producto_5,Belleza,Chile,2024,Samsung,15.33
Producto_5,Belleza,Peru,2018,HP,167.63
Producto_5,Belleza,Peru,2019,Sony,135.77
Producto_5,Belleza,Peru,2020,HP,76.08
Producto_5,Belleza,Peru,2021,Samsung,110.13
Producto_5,Belleza,Peru,2022,Samsung,39.86
Producto_5,Belleza,Peru,2023,Huawei,194.86
Producto_5,Belleza,Peru,2024,Dell,51.61
Producto_5,Belleza,Colombia,2018,Xiaomi,37.51
Producto_5,Belleza,Colombia,2019,Sony,71.2
Producto_5,Belleza,Colombia,2020,HP,64.82
Producto_5,Belleza,Colombia,2021,HP,162.84
Producto_5,Belleza,Colombia,2022,Dell,119.25
Producto_5,Belleza,Colombia,2023,Xiaomi,56.58
Producto_5,Belleza,Colombia,2024,HP,118.34
Producto_5,Belleza,Mexico,2018,Dell,120.42
Producto_5,Belleza,Mexico,2019,Apple,21.7
Producto_5,Belleza,Mexico,2020,Huawei,19.12
Producto_5,Belleza,Mexico,2021,Sony,87.92
Producto_5,Belleza,Mexico,2022,Huawei,34.89
Producto_5,Belleza,Mexico,2023,Dell,101.85
Producto_5,Belleza,Mexico,2024,Samsung,141.71
Producto_5,Belleza,Argentina,2018,Dell,47.94
Producto_5,Belleza,Argentina,2019,Dell,186.58
Producto_5,Belleza,Argentina,2020,Xiaomi,93.1
Producto_5,Belleza,Argentina,2021,Apple,177.77
Producto_5,Belleza,Argentina,2022,Apple,88.39
Producto_5,Belleza,Argentina,2023,Dell,27.0
Producto_5,Belleza,Argentina,2024,Xiaomi,50.48
Producto_5,Belleza,Brasil,2018,Samsung,172.68
Producto_5,Belleza,Brasil,2019,Sony,133.17
Producto_5,Belleza,Brasil,2020,Sony,189.96
Producto_5,Belleza,Brasil,2021,Xiaomi,130.44
Producto_5,Belleza,Brasil,2022,Samsung,156.63
Producto_5,Belleza,Brasil,2023,HP,76.8
Producto_5,Belleza,Brasil,2024,Xiaomi,108.73
Producto_6,Computación,Chile,2018,LG,1319.15
Producto_6,Computación,Chile,2019,Sony,1025.97
Producto_6,Computación,Chile,2020,HP,1842.56
Producto_6,Computación,Chile,2021,HP,1375.68
Producto_6,Computación,Chile,2022,LG,247.73
Producto_6,Computación,Chile,2023,LG,221.48
Producto_6,Computación,Chile,2024,Apple,665.79
Producto_6,Computación,Peru,2018,Sony,845.96
Producto_6,Computación,Peru,2019,Dell,644.18
Producto_6,Computación,Peru,2020,Samsung,833.9
Producto_6,Computación,Peru,2021,Samsung,1456.29
Producto_6,Computación,Peru,2022,Xiaomi,1602.49
Producto_6,Computación,Peru,2023,Huawei,429.84
Producto_6,Computación,Peru,2024,Dell,1404.12
Producto_6,Computación,Colombia,2018,HP,367.58
Producto_6,Computación,Colombia,2019,LG,1674.84
Producto_6,Computación,Colombia,2020,Dell,166.13
Producto_6,Computación,Colombia,2021,Samsung,242.61
Producto_6,Computación,Colombia,2022,Apple,1541.81
Producto_6,Computación,Colombia,2023,Huawei,1713.54
Producto_6,Computación,Colombia,2024,Dell,928.66
Producto_6,Computación,Mexico,2018,Xiaomi,1167.61
Producto_6,Computación,Mexico,2019,Huawei,273.42
Producto_6,Computación,Mexico,2020,Apple,1718.3
Producto_6,Computación,Mexico,2021,Samsung,1734.15
Producto_6,Computación,Mexico,2022,HP,292.1
Producto_6,Computación,Mexico,2023,Dell,915.6
Producto_6,Computación,Mexico,2024,Apple,116.23
Producto_6,Computación,Argentina,2018,LG,312.56
Producto_6,Computación,Argentina,2019,Huawei,1641.38
Producto_6,Computación,Argentina,2020,Samsung,113.23
Producto_6,Computación,Argentina,2021,LG,270.6
Producto_6,Computación,Argentina,2022,HP,392.85
Producto_6,Computación,Argentina,2023,LG,1342.14
Producto_6,Computación,Argentina,2024,HP,1238.84
Producto_6,Computación,Brasil,2018,HP,766.47
Producto_6,Computación,Brasil,2019,LG,138.11
Producto_6,Computación,Brasil,2020,Sony,1340.26
Producto_6,Computación,Brasil,2021,LG,1092.32
Producto_6,Computación,Brasil,2022,Dell,1354.0
Producto_6,Computación,Brasil,2023,HP,1061.4
Producto_6,Computación,Brasil,2024,HP,1347.09
Producto_7,Hogar,Chile,2018,Apple,67.54
Producto_7,Hogar,Chile,2019,Huawei,249.86
Producto_7,Hogar,Chile,2020,LG,257.29
Producto_7,Hogar,Chile,2021,Xiaomi,126.42
Producto_7,Hogar,Chile,2022,Samsung,47.71
Producto_7,Hogar,Chile,2023,Samsung,68.9
Producto_7,Hogar,Chile,2024,Xiaomi,278.56
Producto_7,Hogar,Peru,2018,Xiaomi,201.52
Producto_7,Hogar,Peru,2019,Samsung,190.79
Producto_7,Hogar,Peru,2020,Apple,232.17
Producto_7,Hogar,Peru,2021,Dell,68.26
Producto_7,Hogar,Peru,2022,Sony,112.68
Producto_7,Hogar,Peru,2023,LG,164.36
Producto_7,Hogar,Peru,2024,Apple,176.94
Producto_7,Hogar,Colombia,2018,HP,129.4
Producto_7,Hogar,Colombia,2019,Samsung,237.81
Producto_7,Hogar,Colombia,2020,Huawei,162.75
Producto_7,Hogar,Colombia,2021,Huawei,160.67
Producto_7,Hogar,Colombia,2022,Dell,213.53
Producto_7,Hogar,Colombia,2023,Huawei,177.2
Producto_7,Hogar,Colombia,2024,Xiaomi,174.1
Producto_7,Hogar,Mexico,2018,Apple,134.41
Producto_7,Hogar,Mexico,2019,Samsung,17.28
Producto_7,Hogar,Mexico,2020,HP,183.0
Producto_7,Hogar,Mexico,2021,Huawei,209.78
Producto_7,Hogar,Mexico,2022,Samsung,201.31
Producto_7,Hogar,Mexico,2023,LG,81.96
Producto_7,Hogar,Mexico,2024,LG,85.41
Producto_7,Hogar,Argentina,2018,Dell,88.58
Producto_7,Hogar,Argentina,2019,Apple,15.96
Producto_7,Hogar,Argentina,2020,Dell,226.99
Producto_7,Hogar,Argentina,2021,Sony,266.07
Producto_7,Hogar,Argentina,2022,HP,128.91
Producto_7,Hogar,Argentina,2023,Dell,89.61
Producto_7,Hogar,Argentina,2024,HP,269.71
Producto_7,Hogar,Brasil,2018,Huawei,126.02
Producto_7,Hogar,Brasil,2019,Apple,286.57
Producto_7,Hogar,Brasil,2020,Dell,38.34
Producto_7,Hogar,Brasil,2021,Xiaomi,92.3
Producto_7,Hogar,Brasil,2022,Sony,293.1
Producto_7,Hogar,Brasil,2023,Xiaomi,156.16
Producto_7,Hogar,Brasil,2024,Samsung,244.14
Producto_8,Electrónica,Chile,2018,Dell,312.58
Producto_8,Electrónica,Chile,2019,HP,435.22
Producto_8,Electrónica,Chile,2020,LG,1333.78
Producto_8,Electrónica,Chile,2021,Huawei,1289.06
Producto_8,Electrónica,Chile,2022,Xiaomi,566.75
Producto_8,Electrónica,Chile,2023,Samsung,888.24
Producto_8,Electrónica,Chile,2024,Dell,747.33
Producto_8,Electrónica,Peru,2018,Apple,697.29
Producto_8,Electrónica,Peru,2019,Samsung,273.32
Producto_8,Electrónica,Peru,2020,Sony,94.87
Producto_8,Electrónica,Peru,2021,Apple,432.81
Producto_8,Electrónica,Peru,2022,Samsung,259.37
Producto_8,Electrónica,Peru,2023,Samsung,1014.31
Producto_8,Electrónica,Peru,2024,Dell,573.1
Producto_8,Electrónica,Colombia,2018,Dell,1450.75
Producto_8,Electrónica,Colombia,2019,LG,1428.04
Producto_8,Electrónica,Colombia,2020,LG,1442.9
Producto_8,Electrónica,Colombia,2021,LG,591.91
Producto_8,Electrónica,Colombia,2022,Samsung,753.43
Producto_8,Electrónica,Colombia,2023,Huawei,1088.89
Producto_8,Electrónica,Colombia,2024,LG,1218.03
Producto_8,Electrónica,Mexico,2018,LG,410.17
Producto_8,Electrónica,Mexico,2019,LG,260.75
Producto_8,Electrónica,Mexico,2020,Apple,425.27
Producto_8,Electrónica,Mexico,2021,Xiaomi,655.44
Producto_8,Electrónica,Mexico,2022,Sony,173.42
Producto_8,Electrónica,Mexico,2023,Xiaomi,1097.51
Producto_8,Electrónica,Mexico,2024,Dell,411.42
Producto_8,Electrónica,Argentina,2018,Sony,1283.63
Producto_8,Electrónica,Argentina,2019,Apple,1248.92
Producto_8,Electrónica,Argentina,2020,Samsung,824.65
Producto_8,Electrónica,Argentina,2021,Sony,1466.08
Producto_8,Electrónica,Argentina,2022,Sony,1262.2
Producto_8,Electrónica,Argentina,2023,HP,1471.01
Producto_8,Electrónica,Argentina,2024,Huawei,1271.4
Producto_8,Electrónica,Brasil,2018,Sony,580.17
Producto_8,Electrónica,Brasil,2019,Sony,328.78
Producto_8,Electrónica,Brasil,2020,HP,1352.79
Producto_8,Electrónica,Brasil,2021,LG,233.54
Producto_8,Electrónica,Brasil,2022,HP,505.91
Producto_8,Electrónica,Brasil,2023,Huawei,1394.18
Producto_8,Electrónica,Brasil,2024,LG,759.67
Producto_9,Automotriz,Chile,2018,Dell,576.05
Producto_9,Automotriz,Chile,2019,Apple,81.82
Producto_9,Automotriz,Chile,2020,Xiaomi,193.51
Producto_9,Automotriz,Chile,2021,Xiaomi,297.82
Producto_9,Automotriz,Chile,2022,LG,232.76
Producto_9,Automotriz,Chile,2023,HP,102.98
Producto_9,Automotriz,Chile,2024,LG,434.75
Producto_9,Automotriz,Peru,2018,Dell,78.29
Producto_9,Automotriz,Peru,2019,Xiaomi,311.17
Producto_9,Automotriz,Peru,2020,Apple,442.96
Producto_9,Automotriz,Peru,2021,Sony,627.59
Producto_9,Automotriz,Peru,2022,Xiaomi,146.62
Producto_9,Automotriz,Peru,2023,Huawei,282.94
Producto_9,Automotriz,Peru,2024,Huawei,535.42
Producto_9,Automotriz,Colombia,2018,Samsung,116.64
Producto_9,Automotriz,Colombia,2019,Sony,685.95
Producto_9,Automotriz,Colombia,2020,HP,637.28
Producto_9,Automotriz,Colombia,2021,HP,290.12
Producto_9,Automotriz,Colombia,2022,Sony,180.35
Producto_9,Automotriz,Colombia,2023,Xiaomi,672.52
Producto_9,Automotriz,Colombia,2024,Xiaomi,255.81
Producto_9,Automotriz,Mexico,2018,Dell,129.9
Producto_9,Automotriz,Mexico,2019,Apple,567.56
Producto_9,Automotriz,Mexico,2020,Apple,470.96
Producto_9,Automotriz,Mexico,2021,Apple,706.56
Producto_9,Automotriz,Mexico,2022,Samsung,205.92
Producto_9,Automotriz,Mexico,2023,Xiaomi,319.53
Producto_9,Automotriz,Mexico,2024,Huawei,381.03
Producto_9,Automotriz,Argentina,2018,Huawei,255.19
Producto_9,Automotriz,Argentina,2019,Apple,178.27
Producto_9,Automotriz,Argentina,2020,HP,332.13
Producto_9,Automotriz,Argentina,2021,HP,309.37
Producto_9,Automotriz,Argentina,2022,LG,393.83
Producto_9,Automotriz,Argentina,2023,Xiaomi,430.74
Producto_9,Automotriz,Argentina,2024,Samsung,87.82
Producto_9,Automotriz,Brasil,2018,Samsung,225.42
Producto_9,Automotriz,Brasil,2019,Apple,672.0
Producto_9,Automotriz,Brasil,2020,LG,398.34
Producto_9,Automotriz,Brasil,2021,Dell,743.43
Producto_9,Automotriz,Brasil,2022,Sony,722.0
Producto_9,Automotriz,Brasil,2023,Sony,682.99
Producto_9,Automotriz,Brasil,2024,Sony,702.75
Producto_10,Electrónica,Chile,2018,Dell,248.32
Producto_10,Electrónica,Chile,2019,Sony,1433.48
Producto_10,Electrónica,Chile,2020,LG,606.43
Producto_10,Electrónica,Chile,2021,Xiaomi,385.52
Producto_10,Electrónica,Chile,2022,Huawei,1454.3
Producto_10,Electrónica,Chile,2023,Samsung,1259.66
Producto_10,Electrónica,Chile,2024,Dell,1413.18
Producto_10,Electrónica,Peru,2018,HP,569.86
Producto_10,Electrónica,Peru,2019,Apple,1049.45
Producto_10,Electrónica,Peru,2020,HP,469.02
Producto_10,Electrónica,Peru,2021,Samsung,781.24
Producto_10,Electrónica,Peru,2022,Huawei,1400.79
Producto_10,Electrónica,Peru,2023,Sony,590.7
Producto_10,Electrónica,Peru,2024,LG,685.54
Producto_10,Electrónica,Colombia,2018,Huawei,1018.48
Producto_10,Electrónica,Colombia,2019,LG,636.33
Producto_10,Electrónica,Colombia,2020,Apple,1435.41
Producto_10,Electrónica,Colombia,2021,Samsung,1044.03
Producto_10,Electrónica,Colombia,2022,Apple,298.0
Producto_10,Electrónica,Colombia,2023,LG,675.46
Producto_10,Electrónica,Colombia,2024,Samsung,1339.68
Producto_10,Electrónica,Mexico,2018,Xiaomi,1338.54
Producto_10,Electrónica,Mexico,2019,Xiaomi,515.41
Producto_10,Electrónica,Mexico,2020,Sony,1036.99
Producto_10,Electrónica,Mexico,2021,Samsung,1390.54
Producto_10,Electrónica,Mexico,2022,LG,1202.12
Producto_10,Electrónica,Mexico,2023,LG,319.33
Producto_10,Electrónica,Mexico,2024,HP,932.55
Producto_10,Electrónica,Argentina,2018,HP,801.02
Producto_10,Electrónica,Argentina,2019,Apple,1436.61
Producto_10,Electrónica,Argentina,2020,Samsung,1383.47
Producto_10,Electrónica,Argentina,2021,Dell,83.03
Producto_10,Electrónica,Argentina,2022,HP,1292.05
Producto_10,Electrónica,Argentina,2023,LG,1078.82
Producto_10,Electrónica,Argentina,2024,Apple,520.34
Producto_10,Electrónica,Brasil,2018,Sony,677.15
Producto_10,Electrónica,Brasil,2019,Xiaomi,980.64
Producto_10,Electrónica,Brasil,2020,Dell,1394.71
Producto_10,Electrónica,Brasil,2021,Apple,1469.68
Producto_10,Electrónica,Brasil,2022,Huawei,1255.62
Producto_10,Electrónica,Brasil,2023,Samsung,950.02
Producto_10,Electrónica,Brasil,2024,Apple,141.24
Producto_11,Hogar,Chile,2018,HP,140.64
Producto_11,Hogar,Chile,2019,Sony,282.46
Producto_11,Hogar,Chile,2020,Dell,95.89
Producto_11,Hogar,Chile,2021,Samsung,14.72
Producto_11,Hogar,Chile,2022,Sony,277.26
Producto_11,Hogar,Chile,2023,LG,86.32
Producto_11,Hogar,Chile,2024,Huawei,96.61
Producto_11,Hogar,Peru,2018,Huawei,14.41
Producto_11,Hogar,Peru,2019,HP,254.75
Producto_11,Hogar,Peru,2020,Dell,188.14
Producto_11,Hogar,Peru,2021,Huawei,51.68
Producto_11,Hogar,Peru,2022,HP,208.69
Producto_11,Hogar,Peru,2023,Xiaomi,230.34
Producto_11,Hogar,Peru,2024,HP,71.59
Producto_11,Hogar,Colombia,2018,LG,116.73
Producto_11,Hogar,Colombia,2019,Xiaomi,187.24
Producto_11,Hogar,Colombia,2020,Sony,168.17
Producto_11,Hogar,Colombia,2021,Huawei,212.7
Producto_11,Hogar,Colombia,2022,Sony,13.96
Producto_11,Hogar,Colombia,2023,Dell,121.85
Producto_11,Hogar,Colombia,2024,HP,114.92
Producto_11,Hogar,Mexico,2018,Samsung,115.53
Producto_11,Hogar,Mexico,2019,Xiaomi,110.82
Producto_11,Hogar,Mexico,2020,Huawei,25.19
Producto_11,Hogar,Mexico,2021,Sony,104.11
Producto_11,Hogar,Mexico,2022,Xiaomi,126.3
Producto_11,Hogar,Mexico,2023,Huawei,129.12
Producto_11,Hogar,Mexico,2024,Huawei,57.77
Producto_11,Hogar,Argentina,2018,HP,55.82
Producto_11,Hogar,Argentina,2019,LG,68.23
Producto_11,Hogar,Argentina,2020,Dell,75.5
Producto_11,Hogar,Argentina,2021,LG,251.1
Producto_11,Hogar,Argentina,2022,Xiaomi,105.78
Producto_11,Hogar,Argentina,2023,Samsung,252.99
Producto_11,Hogar,Argentina,2024,Samsung,232.94
Producto_11,Hogar,Brasil,2018,Dell,292.07
Producto_11,Hogar,Brasil,2019,Apple,229.81
Producto_11,Hogar,Brasil,2020,HP,56.45
Producto_11,Hogar,Brasil,2021,LG,79.27
Producto_11,Hogar,Brasil,2022,Sony,96.63
Producto_11,Hogar,Brasil,2023,HP,81.79
Producto_11,Hogar,Brasil,2024,Apple,182.57
Producto_12,Juguetería,Chile,2018,LG,32.45
Producto_12,Juguetería,Chile,2019,Apple,87.49
Producto_12,Juguetería,Chile,2020,Sony,108.8
Producto_12,Juguetería,Chile,2021,Xiaomi,77.17
Producto_12,Juguetería,Chile,2022,HP,87.63
Producto_12,Juguetería,Chile,2023,Apple,65.15
Producto_12,Juguetería,Chile,2024,Xiaomi,15.45
Producto_12,Juguetería,Peru,2018,Huawei,109.35
Producto_12,Juguetería,Peru,2019,HP,56.96
Producto_12,Juguetería,Peru,2020,Apple,31.27
Producto_12,Juguetería,Peru,2021,LG,22.81
Producto_12,Juguetería,Peru,2022,HP,22.97
Producto_12,Juguetería,Peru,2023,LG,93.98
Producto_12,Juguetería,Peru,2024,Samsung,116.82
Producto_12,Juguetería,Colombia,2018,Samsung,42.25
Producto_12,Juguetería,Colombia,2019,Apple,67.47
Producto_12,Juguetería,Colombia,2020,LG,119.04
Producto_12,Juguetería,Colombia,2021,Huawei,114.93
Producto_12,Juguetería,Colombia,2022,Xiaomi,37.24
Producto_12,Juguetería,Colombia,2023,Apple,14.2
Producto_12,Juguetería,Colombia,2024,HP,5.45
Producto_12,Juguetería,Mexico,2018,Xiaomi,76.52
Producto_12,Juguetería,Mexico,2019,Dell,76.86
Producto_12,Juguetería,Mexico,2020,Sony,108.47
Producto_12,Juguetería,Mexico,2021,Samsung,107.03
Producto_12,Juguetería,Mexico,2022,Huawei,113.43
Producto_12,Juguetería,Mexico,2023,Huawei,16.85
Producto_12,Juguetería,Mexico,2024,Xiaomi,64.91
Producto_12,Juguetería,Argentina,2018,Dell,107.36
Producto_12,Juguetería,Argentina,2019,HP,52.44
Producto_12,Juguetería,Argentina,2020,Apple,44.78
Producto_12,Juguetería,Argentina,2021,Xiaomi,17.23
Producto_12,Juguetería,Argentina,2022,Xiaomi,59.75
Producto_12,Juguetería,Argentina,2023,Samsung,100.85
Producto_12,Juguetería,Argentina,2024,Dell,29.24
Producto_12,Juguetería,Brasil,2018,Apple,78.23
Producto_12,Juguetería,Brasil,2019,Xiaomi,52.48
Producto_12,Juguetería,Brasil,2020,Xiaomi,5.88
Producto_12,Juguetería,Brasil,2021,Xiaomi,82.67
Producto_12,Juguetería,Brasil,2022,Dell,86.85
Producto_12,Juguetería,Brasil,2023,HP,90.66
Producto_12,Juguetería,Brasil,2024,Dell,96.23
Producto_13,Automotriz,Chile,2018,Sony,292.1
