producto,categoria,pais,anio,marca,precio_usd
Producto_2,Automotriz,Peru,2018,HP,222.56
Producto_2,Automotriz,Peru,2019,Dell,330.32
Producto_2,Automotriz,Peru,2020,Dell,599.27
Producto_2,Automotriz,Peru,2021,Samsung,625.28
Producto_2,Automotriz,Peru,2022,HP,388.71
Producto_2,Automotriz,Peru,2023,Dell,565.71
Producto_2,Automotriz,Peru,2024,Dell,335.99
Producto_2,Automotriz,Colombia,2018,LG,214.17
Producto_2,Automotriz,Colombia,2019,Sony,21.12
Producto_2,Automotriz,Colombia,2020,Dell,259.96
Producto_2,Automotriz,Colombia,2021,Xiaomi,474.02
Producto_2,Automotriz,Colombia,2022,Samsung,427.13
Producto_2,Automotriz,Colombia,2023,Xiaomi,226.35
Producto_2,Automotriz,Colombia,2024,Sony,562.74
Producto_2,Automotriz,Mexico,2018,LG,165.07
Producto_2,Automotriz,Mexico,2019,Xiaomi,427.79
Producto_2,Automotriz,Mexico,2020,Sony,231.67
Producto_2,Automotriz,Mexico,2021,Samsung,753.39
Producto_2,Automotriz,Mexico,2022,Apple,141.33
Producto_2,Automotriz,Mexico,2023,Xiaomi,214.27
Producto_2,Automotriz,Mexico,2024,LG,257.99
Producto_2,Automotriz,Argentina,2018,Huawei,578.86
Producto_2,Automotriz,Argentina,2019,HP,377.31
Producto_2,Automotriz,Argentina,2020,Samsung,555.58
Producto_2,Automotriz,Argentina,2021,Xiaomi,249.42
Producto_2,Automotriz,Argentina,2022,Dell,110.38
Producto_2,Automotriz,Argentina,2023,Apple,470.28
Producto_2,Automotriz,Argentina,2024,Dell,513.6
Producto_2,Automotriz,Brasil,2018,Dell,562.76
Producto_2,Automotriz,Brasil,2019,HP,102.23
Producto_2,Automotriz,Brasil,2020,Xiaomi,448.67
Producto_2,Automotriz,Brasil,2021,HP,515.72
Producto_2,Automotriz,Brasil,2022,Dell,182.8
Producto_2,Automotriz,Brasil,2023,Xiaomi,448.11
Producto_2,Automotriz,Brasil,2024,Apple,269.05
Producto_3,Computación,Chile,2018,Samsung,257.27
Producto_3,Computación,Chile,2019,Samsung,1598.73
Producto_3,Computación,Chile,2020,Huawei,1206.4
Producto_3,Computación,Chile,2021,HP,293.55
Producto_3,Computación,Chile,2022,Huawei,449.83
Producto_3,Computación,Chile,2023,Huawei,619.67
Producto_3,Computación,Chile,2024,Huawei,1371.06
Producto_3,Computación,Peru,2018,Samsung,1391.36
Producto_3,Computación,Peru,2019,Huawei,1644.24
Producto_3,Computación,Peru,2020,Samsung,1603.48
Producto_3,Computación,Peru,2021,Dell,1972.71
Producto_3,Computación,Peru,2022,Sony,1286.9
Producto_3,Computación,Peru,2023,HP,262.79
Producto_3,Computación,Peru,2024,Sony,1943.42
Producto_3,Computación,Colombia,2018,Samsung,1640.07
Producto_3,Computación,Colombia,2019,Xiaomi,1035.72
Producto_3,Computación,Colombia,2020,Huawei,135.32
Producto_3,Computación,Colombia,2021,Sony,979.76
Producto_3,Computación,Colombia,2022,Dell,1319.66
Producto_3,Computación,Colombia,2023,Sony,759.01
Producto_3,Computación,Colombia,2024,Sony,227.27
Producto_3,Computación,Mexico,2018,Samsung,526.99
Producto_3,Computación,Mexico,2019,LG,1904.46
Producto_3,Computación,Mexico,2020,Apple,1405.3
Producto_3,Computación,Mexico,2021,Apple,609.13
Producto_3,Computación,Mexico,2022,Huawei,695.93
Producto_3,Computación,Mexico,2023,Dell,1507.42
Producto_3,Computación,Mexico,2024,LG,138.71
Producto_3,Computación,Argentina,2018,Xiaomi,649.08
Producto_3,Computación,Argentina,2019,HP,814.33
Producto_3,Computación,Argentina,2020,Xiaomi,1181.59
Producto_3,Computación,Argentina,2021,Samsung,224.9
Producto_3,Computación,Argentina,2022,Sony,514.96
Producto_3,Computación,Argentina,2023,Samsung,1330.84
Producto_3,Computación,Argentina,2024,Samsung,935.51
Producto_3,Computación,Brasil,2018,Xiaomi,1423.45
Producto_3,Computación,Brasil,2019,LG,1515.96
Producto_3,Computación,Brasil,2020,Huawei,1815.84
Producto_3,Computación,Brasil,2021,LG,1454.3
Producto_3,Computación,Brasil,2022,Dell,1505.42
Producto_3,Computación,Brasil,2023,LG,1094.09
Producto_3,Computación,Brasil,2024,Sony,801.72
Producto_4,Computación,Chile,2018,Apple,971.68
Producto_4,Computación,Chile,2019,Apple,580.96
Producto_4,Computación,Chile,2020,HP,618.85
Producto_4,Computación,Chile,2021,Xiaomi,1383.7
Producto_4,Computación,Chile,2022,Xiaomi,1466.97
Producto_4,Computación,Chile,2023,Sony,250.05
Producto_4,Computación,Chile,2024,Xiaomi,657.9
Producto_4,Computación,Peru,2018,Huawei,1982.38
Producto_4,Computación,Peru,2019,Apple,275.78
Producto_4,Computación,Peru,2020,Dell,1402.67
Producto_4,Computación,Peru,2021,Dell,1101.44
Producto_4,Computación,Peru,2022,HP,902.65
Producto_4,Computación,Peru,2023,Sony,306.79
Producto_4,Computación,Peru,2024,Sony,1227.58
Producto_4,Computación,Colombia,2018,Sony,1600.51
Producto_4,Computación,Colombia,2019,Xiaomi,1815.68
Producto_4,Computación,Colombia,2020,Sony,779.22
Producto_4,Computación,Colombia,2021,HP,1994.94
Producto_4,Computación,Colombia,2022,LG,260.67
Producto_4,Computación,Colombia,2023,LG,313.44
Producto_4,Computación,Colombia,2024,Huawei,1522.43
Producto_4,Computación,Mexico,2018,Sony,552.93
Producto_4,Computación,Mexico,2019,HP,1870.82
Producto_4,Computación,Mexico,2020,Samsung,1238.08
Producto_4,Computación,Mexico,2021,HP,1916.68
Producto_4,Computación,Mexico,2022,Sony,176.91
Producto_4,Computación,Mexico,2023,LG,1572.17
Producto_4,Computación,Mexico,2024,Xiaomi,1022.84
Producto_4,Computación,Argentina,2018,Apple,242.99
Producto_4,Computación,Argentina,2019,HP,806.64
Producto_4,Computación,Argentina,2020,Xiaomi,1025.5
Producto_4,Computación,Argentina,2021,Huawei,578.89
Producto_4,Computación,Argentina,2022,Xiaomi,1883.18
Producto_4,Computación,Argentina,2023,Xiaomi,1929.78
Producto_4,Computación,Argentina,2024,Xiaomi,1663.67
Producto_4,Computación,Brasil,2018,Xiaomi,203.87
Producto_4,Computación,Brasil,2019,Apple,757.45
Producto_4,Computación,Brasil,2020,Xiaomi,1731.74
Producto_4,Computación,Brasil,2021,Apple,399.99
Producto_4,Computación,Brasil,2022,Xiaomi,991.72
Producto_4,Computación,Brasil,2023,Huawei,1107.65
Producto_4,Computación,Brasil,2024,HP,1393.69
Producto_5,Computación,Chile,2018,Xiaomi,1167.71
Producto_5,Computación,Chile,2019,LG,1677.73
Producto_5,Computación,Chile,2020,Sony,1276.38
Producto_5,Computación,Chile,2021,Samsung,124.05
Producto_5,Computación,Chile,2022,Dell,1984.05
Producto_5,Computación,Chile,2023,LG,1630.34
Producto_5,Computación,Chile,2024,HP,1770.43
Producto_5,Computación,Peru,2018,Samsung,1519.37
Producto_5,Computación,Peru,2019,Huawei,578.28
Producto_5,Computación,Peru,2020,LG,1612.61
Producto_5,Computación,Peru,2021,Samsung,196.37
Producto_5,Computación,Peru,2022,Samsung,1393.79
Producto_5,Computación,Peru,2023,Apple,1921.46
Producto_5,Computación,Peru,2024,LG,109.23
Producto_5,Computación,Colombia,2018,LG,594.19
Producto_5,Computación,Colombia,2019,Dell,918.4
Producto_5,Computación,Colombia,2020,HP,1712.57
Producto_5,Computación,Colombia,2021,LG,1037.78
Producto_5,Computación,Colombia,2022,Dell,1329.26
Producto_5,Computación,Colombia,2023,Xiaomi,415.6
Producto_5,Computación,Colombia,2024,Dell,428.84
Producto_5,Computación,Mexico,2018,Apple,712.27
Producto_5,Computación,Mexico,2019,Samsung,326.47
Producto_5,Computación,Mexico,2020,LG,1902.62
Producto_5,Computación,Mexico,2021,Xiaomi,167.23
Producto_5,Computación,Mexico,2022,Huawei,449.12
Producto_5,Computación,Mexico,2023,Samsung,344.94
Producto_5,Computación,Mexico,2024,Huawei,472.87
Producto_5,Computación,Argentina,2018,HP,732.25
Producto_5,Computación,Argentina,2019,Xiaomi,231.36
Producto_5,Computación,Argentina,2020,Samsung,1869.25
Producto_5,Computación,Argentina,2021,Dell,1322.76
Producto_5,Computación,Argentina,2022,Huawei,792.95
Producto_5,Computación,Argentina,2023,HP,347.33
Producto_5,Computación,Argentina,2024,Huawei,1855.02
Producto_5,Computación,Brasil,2018,Sony,1012.81
Producto_5,Computación,Brasil,2019,Samsung,1468.07
Producto_5,Computación,Brasil,2020,LG,1168.49
Producto_5,Computación,Brasil,2021,Samsung,114.74
Producto_5,Computación,Brasil,2022,Samsung,1168.05
Producto_5,Computación,Brasil,2023,Apple,1308.1
Producto_5,Computación,Brasil,2024,HP,339.54
Producto_6,Electrónica,Chile,2018,Dell,1487.32
Producto_6,Electrónica,Chile,2019,Xiaomi,668.01
Producto_6,Electrónica,Chile,2020,HP,130.45
Producto_6,Electrónica,Chile,2021,HP,337.3
Producto_6,Electrónica,Chile,2022,Huawei,852.47
Producto_6,Electrónica,Chile,2023,Dell,984.15
Producto_6,Electrónica,Chile,2024,LG,793.47
Producto_6,Electrónica,Peru,2018,Huawei,175.75
Producto_6,Electrónica,Peru,2019,HP,424.76
Producto_6,Electrónica,Peru,2020,Xiaomi,133.15
Producto_6,Electrónica,Peru,2021,Apple,567.77
Producto_6,Electrónica,Peru,2022,Sony,814.09
Producto_6,Electrónica,Peru,2023,Apple,772.42
Producto_6,Electrónica,Peru,2024,Sony,1031.44
Producto_6,Electrónica,Colombia,2018,Xiaomi,518.37
Producto_6,Electrónica,Colombia,2019,Apple,343.52
Producto_6,Electrónica,Colombia,2020,Sony,644.74
Producto_6,Electrónica,Colombia,2021,Samsung,360.9
Producto_6,Electrónica,Colombia,2022,Sony,721.8
Producto_6,Electrónica,Colombia,2023,Xiaomi,772.9
Producto_6,Electrónica,Colombia,2024,Apple,1346.24
Producto_6,Electrónica,Mexico,2018,Huawei,101.52
Producto_6,Electrónica,Mexico,2019,HP,662.92
Producto_6,Electrónica,Mexico,2020,Samsung,600.06
Producto_6,Electrónica,Mexico,2021,Apple,905.96
Producto_6,Electrónica,Mexico,2022,Xiaomi,1375.99
Producto_6,Electrónica,Mexico,2023,HP,1353.12
Producto_6,Electrónica,Mexico,2024,HP,582.67
Producto_6,Electrónica,Argentina,2018,Xiaomi,320.13
Producto_6,Electrónica,Argentina,2019,LG,539.69
Producto_6,Electrónica,Argentina,2020,Dell,496.55
Producto_6,Electrónica,Argentina,2021,HP,307.77
Producto_6,Electrónica,Argentina,2022,Apple,606.47
Producto_6,Electrónica,Argentina,2023,Samsung,1496.34
Producto_6,Electrónica,Argentina,2024,Samsung,1222.44
Producto_6,Electrónica,Brasil,2018,Huawei,328.59
Producto_6,Electrónica,Brasil,2019,HP,692.29
Producto_6,Electrónica,Brasil,2020,LG,338.05
Producto_6,Electrónica,Brasil,2021,HP,530.9
Producto_6,Electrónica,Brasil,2022,Samsung,1019.09
Producto_6,Electrónica,Brasil,2023,Samsung,1474.17
Producto_6,Electrónica,Brasil,2024,LG,152.45
Producto_7,Electrónica,Chile,2018,Xiaomi,180.11
Producto_7,Electrónica,Chile,2019,Sony,636.58
Producto_7,Electrónica,Chile,2020,Dell,718.07
Producto_7,Electrónica,Chile,2021,Apple,558.53
Producto_7,Electrónica,Chile,2022,LG,934.11
Producto_7,Electrónica,Chile,2023,HP,391.57
Producto_7,Electrónica,Chile,2024,Apple,346.28
Producto_7,Electrónica,Peru,2018,Sony,912.33
Producto_7,Electrónica,Peru,2019,Dell,432.19
Producto_7,Electrónica,Peru,2020,Samsung,981.36
Producto_7,Electrónica,Peru,2021,Xiaomi,1028.13
Producto_7,Electrónica,Peru,2022,LG,193.9
Producto_7,Electrónica,Peru,2023,Dell,217.77
Producto_7,Electrónica,Peru,2024,Sony,1155.38
Producto_7,Electrónica,Colombia,2018,LG,1424.15
Producto_7,Electrónica,Colombia,2019,Apple,1243.98
Producto_7,Electrónica,Colombia,2020,Huawei,537.05
Producto_7,Electrónica,Colombia,2021,LG,1449.78
Producto_7,Electrónica,Colombia,2022,LG,1123.37
Producto_7,Electrónica,Colombia,2023,HP,1342.07
Producto_7,Electrónica,Colombia,2024,Sony,872.74
Producto_7,Electrónica,Mexico,2018,HP,309.78
Producto_7,Electrónica,Mexico,2019,Dell,613.74
Producto_7,Electrónica,Mexico,2020,Apple,856.08
Producto_7,Electrónica,Mexico,2021,Apple,972.51
Producto_7,Electrónica,Mexico,2022,Samsung,1248.66
Producto_7,Electrónica,Mexico,2023,Apple,106.31
Producto_7,Electrónica,Mexico,2024,Huawei,1363.72
Producto_7,Electrónica,Argentina,2018,LG,368.82
Producto_7,Electrónica,Argentina,2019,Xiaomi,934.09
Producto_7,Electrónica,Argentina,2020,Sony,739.98
Producto_7,Electrónica,Argentina,2021,Huawei,1386.43
Producto_7,Electrónica,Argentina,2022,Huawei,1357.58
Producto_7,Electrónica,Argentina,2023,Xiaomi,921.14
Producto_7,Electrónica,Argentina,2024,HP,943.55
Producto_7,Electrónica,Brasil,2018,Dell,849.79
Producto_7,Electrónica,Brasil,2019,Apple,1432.97
Producto_7,Electrónica,Brasil,2020,Samsung,764.14
Producto_7,Electrónica,Brasil,2021,HP,209.33
Producto_7,Electrónica,Brasil,2022,Apple,653.03
Producto_7,Electrónica,Brasil,2023,LG,704.75
Producto_7,Electrónica,Brasil,2024,Apple,152.93
Producto_8,Automotriz,Chile,2018,Dell,191.27
Producto_8,Automotriz,Chile,2019,HP,143.29
Producto_8,Automotriz,Chile,2020,Dell,511.83
Producto_8,Automotriz,Chile,2021,HP,382.63
Producto_8,Automotriz,Chile,2022,HP,95.94
Producto_8,Automotriz,Chile,2023,Xiaomi,561.3
Producto_8,Automotriz,Chile,2024,Xiaomi,325.7
Producto_8,Automotriz,Peru,2018,Xiaomi,482.66
Producto_8,Automotriz,Peru,2019,HP,615.58
Producto_8,Automotriz,Peru,2020,Dell,722.72
Producto_8,Automotriz,Peru,2021,Apple,226.16
Producto_8,Automotriz,Peru,2022,Xiaomi,690.14
Producto_8,Automotriz,Peru,2023,Sony,530.3
Producto_8,Automotriz,Peru,2024,Samsung,159.48
Producto_8,Automotriz,Colombia,2018,LG,227.86
Producto_8,Automotriz,Colombia,2019,LG,85.93
Producto_8,Automotriz,Colombia,2020,Dell,483.72
Producto_8,Automotriz,Colombia,2021,LG,185.64
Producto_8,Automotriz,Colombia,2022,HP,158.55
Producto_8,Automotriz,Colombia,2023,Samsung,712.88
Producto_8,Automotriz,Colombia,2024,Huawei,164.66
Producto_8,Automotriz,Mexico,2018,Sony,700.42
Producto_8,Automotriz,Mexico,2019,LG,640.64
Producto_8,Automotriz,Mexico,2020,Samsung,652.73
Producto_8,Automotriz,Mexico,2021,Xiaomi,763.02
Producto_8,Automotriz,Mexico,2022,Huawei,291.38
Producto_8,Automotriz,Mexico,2023,Sony,545.14
Producto_8,Automotriz,Mexico,2024,Huawei,558.89
Producto_8,Automotriz,Argentina,2018,Dell,416.25
Producto_8,Automotriz,Argentina,2019,Huawei,656.46
Producto_8,Automotriz,Argentina,2020,Xiaomi,769.4
Producto_8,Automotriz,Argentina,2021,HP,548.22
Producto_8,Automotriz,Argentina,2022,Huawei,562.44
Producto_8,Automotriz,Argentina,2023,Samsung,49.3
Producto_8,Automotriz,Argentina,2024,Xiaomi,168.5
Producto_8,Automotriz,Brasil,2018,Samsung,687.14
Producto_8,Automotriz,Brasil,2019,HP,115.72
Producto_8,Automotriz,Brasil,2020,Dell,251.31
Producto_8,Automotriz,Brasil,2021,Sony,704.53
Producto_8,Automotriz,Brasil,2022,Sony,657.12
Producto_8,Automotriz,Brasil,2023,Xiaomi,477.05
Producto_8,Automotriz,Brasil,2024,LG,415.53
Producto_9,Electrónica,Chile,2018,LG,1218.86
Producto_9,Electrónica,Chile,2019,Xiaomi,821.67
Producto_9,Electrónica,Chile,2020,Huawei,359.35
Producto_9,Electrónica,Chile,2021,Samsung,166.01
Producto_9,Electrónica,Chile,2022,Xiaomi,1496.57
Producto_9,Electrónica,Chile,2023,Apple,777.23
Producto_9,Electrónica,Chile,2024,Samsung,485.99
Producto_9,Electrónica,Peru,2018,Samsung,998.65
Producto_9,Electrónica,Peru,2019,Xiaomi,262.32
Producto_9,Electrónica,Peru,2020,Sony,1318.67
Producto_9,Electrónica,Peru,2021,Xiaomi,145.52
Producto_9,Electrónica,Peru,2022,LG,727.47
Producto_9,Electrónica,Peru,2023,LG,267.81
Producto_9,Electrónica,Peru,2024,Sony,458.54
Producto_9,Electrónica,Colombia,2018,HP,743.25
Producto_9,Electrónica,Colombia,2019,Sony,177.2
Producto_9,Electrónica,Colombia,2020,Huawei,404.6
Producto_9,Electrónica,Colombia,2021,Xiaomi,118.53
Producto_9,Electrónica,Colombia,2022,Dell,1382.55
Producto_9,Electrónica,Colombia,2023,Dell,141.77
Producto_9,Electrónica,Colombia,2024,Sony,849.77
Producto_9,Electrónica,Mexico,2018,Xiaomi,787.51
Producto_9,Electrónica,Mexico,2019,Apple,1354.95
Producto_9,Electrónica,Mexico,2020,Apple,1369.38
Producto_9,Electrónica,Mexico,2021,Samsung,475.53
Producto_9,Electrónica,Mexico,2022,Samsung,200.31
Producto_9,Electrónica,Mexico,2023,Dell,1308.63
Producto_9,Electrónica,Mexico,2024,Sony,1305.61
Producto_9,Electrónica,Argentina,2018,HP,313.49
Producto_9,Electrónica,Argentina,2019,Apple,526.84
Producto_9,Electrónica,Argentina,2020,LG,249.99
Producto_9,Electrónica,Argentina,2021,Apple,1497.74
Producto_9,Electrónica,Argentina,2022,Apple,987.59
Producto_9,Electrónica,Argentina,2023,Huawei,864.78
Producto_9,Electrónica,Argentina,2024,Xiaomi,115.17
Producto_9,Electrónica,Brasil,2018,Sony,1163.87
Producto_9,Electrónica,Brasil,2019,Xiaomi,109.01
Producto_9,Electrónica,Brasil,2020,Huawei,531.16
Producto_9,Electrónica,Brasil,2021,HP,557.9
Producto_9,Electrónica,Brasil,2022,Samsung,908.46
Producto_9,Electrónica,Brasil,2023,Xiaomi,321.92
Producto_9,Electrónica,Brasil,2024,Dell,600.83
Producto_10,Deporte,Chile,2018,Apple,127.95
Producto_10,Deporte,Chile,2019,HP,246.13
Producto_10,Deporte,Chile,2020,Apple,15.84
Producto_10,Deporte,Chile,2021,Samsung,138.39
Producto_10,Deporte,Chile,2022,Dell,141.04
Producto_10,Deporte,Chile,2023,HP,305.67
Producto_10,Deporte,Chile,2024,Samsung,331.42
Producto_10,Deporte,Peru,2018,LG,162.77
Producto_10,Deporte,Peru,2019,Xiaomi,74.91
Producto_10,Deporte,Peru,2020,Huawei,22.14
Producto_10,Deporte,Peru,2021,Dell,306.87
Producto_10,Deporte,Peru,2022,LG,328.79
Producto_10,Deporte,Peru,2023,Samsung,130.16
Producto_10,Deporte,Peru,2024,Sony,217.82
Producto_10,Deporte,Colombia,2018,Samsung,319.9
Producto_10,Deporte,Colombia,2019,HP,212.92
Producto_10,Deporte,Colombia,2020,Apple,239.11
Producto_10,Deporte,Colombia,2021,Dell,355.08
Producto_10,Deporte,Colombia,2022,Sony,384.72
Producto_10,Deporte,Colombia,2023,LG,24.49
Producto_10,Deporte,Colombia,2024,Xiaomi,319.81
Producto_10,Deporte,Mexico,2018,LG,108.0
Producto_10,Deporte,Mexico,2019,HP,349.21
Producto_10,Deporte,Mexico,2020,Huawei,319.64
Producto_10,Deporte,Mexico,2021,LG,177.72
Producto_10,Deporte,Mexico,2022,Dell,108.5
Producto_10,Deporte,Mexico,2023,LG,359.39
Producto_10,Deporte,Mexico,2024,Samsung,114.04
Producto_10,Deporte,Argentina,2018,LG,224.96
Producto_10,Deporte,Argentina,2019,Sony,95.35
Producto_10,Deporte,Argentina,2020,Apple,202.11
Producto_10,Deporte,Argentina,2021,Samsung,41.38
Producto_10,Deporte,Argentina,2022,Huawei,227.81
Producto_10,Deporte,Argentina,2023,Dell,53.46
Producto_10,Deporte,Argentina,2024,Samsung,316.36
Producto_10,Deporte,Brasil,2018,Apple,330.25
Producto_10,Deporte,Brasil,2019,LG,252.08
Producto_10,Deporte,Brasil,2020,Apple,63.02
Producto_10,Deporte,Brasil,2021,Huawei,261.43
Producto_10,Deporte,Brasil,2022,Samsung,28.36
Producto_10,Deporte,Brasil,2023,Huawei,381.38
Producto_10,Deporte,Brasil,2024,LG,128.93
Producto_11,Juguetería,Chile,2018,Samsung,50.53
Producto_11,Juguetería,Chile,2019,HP,44.91
Producto_11,Juguetería,Chile,2020,HP,19.89
Producto_11,Juguetería,Chile,2021,Apple,88.35
Producto_11,Juguetería,Chile,2022,Samsung,103.49
Producto_11,Juguetería,Chile,2023,LG,6.91
Producto_11,Juguetería,Chile,2024,Apple,37.08
Producto_11,Juguetería,Peru,2018,Dell,68.52
Producto_11,Juguetería,Peru,2019,Apple,32.28
Producto_11,Juguetería,Peru,2020,Xiaomi,102.68
Producto_11,Juguetería,Peru,2021,Dell,72.62
Producto_11,Juguetería,Peru,2022,Samsung,73.85
Producto_11,Juguetería,Peru,2023,Xiaomi,13.81
Producto_11,Juguetería,Peru,2024,Samsung,29.19
Producto_11,Juguetería,Colombia,2018,LG,45.9
Producto_11,Juguetería,Colombia,2019,Xiaomi,22.63
Producto_11,Juguetería,Colombia,2020,LG,82.07
Producto_11,Juguetería,Colombia,2021,LG,15.46
Producto_11,Juguetería,Colombia,2022,LG,105.89
Producto_11,Juguetería,Colombia,2023,Huawei,31.24
Producto_11,Juguetería,Colombia,2024,Apple,107.02
Producto_11,Juguetería,Mexico,2018,Dell,95.81
Producto_11,Juguetería,Mexico,2019,Huawei,67.81
Producto_11,Juguetería,Mexico,2020,Sony,21.09
Producto_11,Juguetería,Mexico,2021,Apple,84.42
Producto_11,Juguetería,Mexico,2022,Huawei,87.94
Producto_11,Juguetería,Mexico,2023,Apple,87.66
Producto_11,Juguetería,Mexico,2024,HP,24.91
Producto_11,Juguetería,Argentina,2018,Samsung,59.4
Producto_11,Juguetería,Argentina,2019,Samsung,105.59
Producto_11,Juguetería,Argentina,2020,Sony,102.84
Producto_11,Juguetería,Argentina,2021,Huawei,53.66
Producto_11,Juguetería,Argentina,2022,LG,29.29
Producto_11,Juguetería,Argentina,2023,Xiaomi,47.38
Producto_11,Juguetería,Argentina,2024,LG,109.05
Producto_11,Juguetería,Brasil,2018,Xiaomi,56.73
Producto_11,Juguetería,Brasil,2019,Sony,118.0
Producto_11,Juguetería,Brasil,2020,Samsung,109.87
Producto_11,Juguetería,Brasil,2021,Dell,10.78
Producto_11,Juguetería,Brasil,2022,HP,71.63
Producto_11,Juguetería,Brasil,2023,Huawei,115.09
Producto_11,Juguetería,Brasil,2024,HP,43.86
Producto_12,Juguetería,Chile,2018,Apple,84.79
Producto_12,Juguetería,Chile,2019,Huawei,65.67
Producto_12,Juguetería,Chile,2020,Dell,78.13
Producto_12,Juguetería,Chile,2021,Huawei,42.0
Producto_12,Juguetería,Chile,2022,Huawei,40.9
Producto_12,Juguetería,Chile,2023,Apple,11.21
Producto_12,Juguetería,Chile,2024,Sony,16.08
Producto_12,Juguetería,Peru,2018,Dell,104.6
Producto_12,Juguetería,Peru,2019,Dell,106.63
Producto_12,Juguetería,Peru,2020,Sony,89.02
Producto_12,Juguetería,Peru,2021,Dell,39.96
Producto_12,Juguetería,Peru,2022,Dell,35.48
Producto_12,Juguetería,Peru,2023,Dell,71.8
Producto_12,Juguetería,Peru,2024,Sony,53.24
Producto_12,Juguetería,Colombia,2018,Apple,115.86
Producto_12,Juguetería,Colombia,2019,Samsung,66.23
Producto_12,Juguetería,Colombia,2020,Xiaomi,50.2
Producto_12,Juguetería,Colombia,2021,HP,85.56
Producto_12,Juguetería,Colombia,2022,Xiaomi,85.24
Producto_12,Juguetería,Colombia,2023,Samsung,5.21
Producto_12,Juguetería,Colombia,2024,Sony,85.4
Producto_12,Juguetería,Mexico,2018,Sony,114.59
Producto_12,Juguetería,Mexico,2019,LG,107.53
Producto_12,Juguetería,Mexico,2020,LG,38.87
Producto_12,Juguetería,Mexico,2021,LG,119.67
Producto_12,Juguetería,Mexico,2022,Huawei,59.32
Producto_12,Juguetería,Mexico,2023,LG,21.52
Producto_12,Juguetería,Mexico,2024,Samsung,119.63
Producto_12,Juguetería,Argentina,2018,Sony,57.49
Producto_12,Juguetería,Argentina,2019,Sony,107.62
Producto_12,Juguetería,Argentina,2020,LG,17.2
Producto_12,Juguetería,Argentina,2021,LG,92.62
Producto_12,Juguetería,Argentina,2022,Sony,18.42
Producto_12,Juguetería,Argentina,2023,Huawei,92.81
Producto_12,Juguetería,Argentina,2024,Huawei,40.7
Producto_12,Juguetería,Brasil,2018,Apple,24.89
Producto_12,Juguetería,Brasil,2019,Dell,37.04
Producto_12,Juguetería,Brasil,2020,Xiaomi,48.89
Producto_12,Juguetería,Brasil,2021,Sony,48.32
Producto_12,Juguetería,Brasil,2022,Apple,111.23
Producto_12,Juguetería,Brasil,2023,LG,15.48
