producto,categoria,pais,anio,marca
Producto_2,Automotriz,Argentina,2021,HP
Producto_2,Automotriz,Argentina,2022,LG
Producto_2,Automotriz,Argentina,2023,LG
Producto_2,Automotriz,Argentina,2024,Samsung
Producto_2,Automotriz,Brasil,2018,Xiaomi
Producto_2,Automotriz,BBrasil,2019,Huawei
Producto_2,Automotriz,Brsil,2020,Sony
Producto_2,Automotriz,Brasiil,2021,HP
Producto_2,Automotriz,Brasil,2022,LG
Producto_2,Automotriz,Brasil,2023,Sony
Producto_2,Automotriz,Braisl,2024,Huawei
Producto_3,Computación,Chile,2018,Apple
Producto_3,Computación,Chile,2019,Samsung
Producto_3,Computación,Chile,2020,Samsnug
Producto_3,Computación,Chile,2021,Samsung
Producto_3,Computación,Chile,2022,LG
Producto_3,Computación,Chile,2023,Dell
Producto_3,Computación,Chile,2024,Apple
Producto_3,Computación,Pru,2018,Dell
Producto_3,Computación,Peu,2019,zamsung
Producto_3,Computación,Peur,2020,Xiaomi
Producto_3,Computación,Peru,2021,Xiaomi
Producto_3,Computación,Peru,2022,Samsung
Producto_3,Computación,Peru,2023,Apple
Producto_3,Computación,PPeru,2024,Samsung
Producto_3,Computación,Colombia,2018,Dell
Producto_3,Computación,Colomia,2019,LG
Producto_3,Computación,Colombia,2020,Samsug
Producto_3,Computación,Colombia,2021,HP
Producto_3,Computación,Coolmbia,2022,HP
Producto_3,Computación,Colomia,2023,Dell
Producto_3,Computación,Colomia,2024,LG
Producto_3,Computación,Mxeico,2018,Apple
Producto_3,Computación,Mexico,2019,HP
Producto_3,Computación,Mexcio,2020,LLG
Producto_3,Computación,Mexico,2021,HP
Producto_3,Computación,eMxico,2022,HPP
Producto_3,Computación,eMxico,2023,LG
Producto_3,Computación,Mexico,2024,LG
Producto_3,Computación,Argentina,2018,Xaiomi
Producto_3,Computación,Argeentina,2019,Samsung
Producto_3,Computación,Argentina,2020,Huawei
Producto_3,Computación,Argentina,2021,Huawei
Producto_3,Computación,Argentina,2022,Apple
Producto_3,Computación,Argentina,2023,Samsung
Producto_3,Computación,Argentina,2024,Apple
Producto_3,Computación,Brasil,2018,Huawei
Producto_3,Computación,Brasil,2019,Huawei
Producto_3,Computación,Brassil,2020,HP
Producto_3,Computación,Brasil,2021,Apple
Producto_3,Computación,Brasil,2022,Sony
Producto_3,Computación,Brsil,2023,Samsung
Producto_3,Computación,rasil,2024,HP
Producto_4,Computación,Chle,2018,Lt
Producto_4,Computación,Chile,2019,Aople
Producto_4,Computación,Chile,2020,Apple
Producto_4,Computación,Chile,2021,Snoy
Producto_4,Computación,Chile,2022,Xiaomi
Producto_4,Computación,Chile,2023,LG
Producto_4,Computación,Chile,2024,Huawei
Producto_4,Computación,Peru,2018,HPP
Producto_4,Computación,Peru,2019,LG
Producto_4,Computación,Pru,2020,Huaewi
Producto_4,Computación,Pru,2021,Applee
Producto_4,Computación,Peru,2022,Somy
Producto_4,Computación,Peru,2023,oSny
Producto_4,Computación,Pru,2024,LLG
Producto_4,Computación,Colombia,2018,Huawei
Producto_4,Computación,Collombia,2019,Apple
Producto_4,Computación,Colombia,2020,Huawei
Producto_4,Computación,Colombia,2021,Xaomi
Producto_4,Computación,Colomiba,2022,Ho
Producto_4,Computación,Colombia,2023,HP
Producto_4,Computación,Colombia,2024,Huawei
Producto_4,Computación,Mexio,2018,H
Producto_4,Computación,Mexico,2019,LG
Producto_4,Computación,Mexico,2020,Dell
Producto_4,Computación,Mexico,2021,Dell
Producto_4,Computación,Mexico,2022,Sony
Producto_4,Computación,Meixco,2023,Xiaomi
Producto_4,Computación,Mexico,2024,LG
Producto_4,Computación,Argentina,2018,Xaiomi
Producto_4,Computación,Argntina,2019,Sony
Producto_4,Computación,Argentina,2020,eDll
Producto_4,Computación,Argentina,2021,Samsung
Producto_4,Computación,Argenttina,2022,Samsung
Producto_4,Computación,Argentina,2023,HP
Producto_4,Computación,Argentina,2024,Dell
Producto_4,Computación,Brasil,2018,Xaiomi
Producto_4,Computación,Brasil,2019,Dell
Producto_4,Computación,Brasil,2020,Snoy
Producto_4,Computación,Brasil,2021,Sony
Producto_4,Computación,Brsil,2022,Huawei
Producto_4,Computación,Brasil,2023,HPP
Producto_4,Computación,Brasil,2024,Sony
Producto_5,Computación,Chioe,2018,LG
Producto_5,Computación,Chile,2019,Huawei
Producto_5,Computación,Chlie,2020,Huawei
Producto_5,Computación,Chile,2021,Apple
Producto_5,Computación,Chile,2022,Dell
Producto_5,Computación,Chil,2023,HHuawei
Producto_5,Computación,CChile,2024,Dell
Producto_5,Computación,Peruu,2018,Huawei
Producto_5,Computación,Peru,2019,Sony
Producto_5,Computación,Peru,2020,Samsung
Producto_5,Computación,Peru,2021,SSony
Producto_5,Computación,Peru,2022,Huaewi
Producto_5,Computación,Peur,2023,Huawei
Producto_5,Computación,Peru,2024,Appel
Producto_5,Computación,Colombia,2018,Dell
Producto_5,Computación,Colombia,2019,HP
Producto_5,Computación,Colombia,2020,Samsung
Producto_5,Computación,Cloombia,2021,LG
Producto_5,Computación,Colombia,2022,Dell
Producto_5,Computación,Colpmbia,2023,Xaiomi
Producto_5,Computación,Colomia,2024,Samsung
Producto_5,Computación,Mexio,2018,Xaiomi
Producto_5,Computación,Mexico,2019,Huawe
Producto_5,Computación,Mexico,2020,Deell
Producto_5,Computación,Mexico,2021,Appple
Producto_5,Computación,Mexico,2022,LG
Producto_5,Computación,Mexico,2023,HP
Producto_5,Computación,Mexico,2024,Dell
Producto_5,Computación,Argentina,2018,Huawei
Producto_5,Computación,Argentina,2019,Dell
Producto_5,Computación,Argentin,2020,Huawei
Producto_5,Computación,Argentina,2021,Samsung
Producto_5,Computación,Argentina,2022,LG
Producto_5,Computación,Argentina,2023,Appel
Producto_5,Computación,Argentina,2024,Xiaomi
Producto_5,Computación,Brasil,2018,Apple
Producto_5,Computación,Brasil,2019,Huawei
Producto_5,Computación,Brsil,2020,kG
Producto_5,Computación,rBasil,2021,Apple
Producto_5,Computación,Brasl,2022,Samsung
Producto_5,Computación,Brasil,2023,LG
Producto_5,Computación,Brasil,2024,Huawe
Producto_6,Electrónica,Chile,2018,Xiaomi
Producto_6,Electrónica,Chile,2019,Xiaomi
Producto_6,Electrónica,Chile,2020,Dell
Producto_6,Electrónica,hCile,2021,Samsung
Producto_6,Electrónica,Chile,2022,Huawei
Producto_6,Electrónica,Chile,2023,Sny
Producto_6,Electrónica,Chlie,2024,Samsung
Producto_6,Electrónica,Peru,2018,Xaiomi
Producto_6,Electrónica,Peru,2019,Dell
Producto_6,Electrónica,Peru,2020,GL
Producto_6,Electrónica,Peru,2021,Appel
Producto_6,Electrónica,Peru,2022,Huawei
Producto_6,Electrónica,Peru,2023,Xiaomi
Producto_6,Electrónica,Peru,2024,Ho
Producto_6,Electrónica,Colomia,2018,Apple
Producto_6,Electrónica,Colombia,2019,L-G
Producto_6,Electrónica,Colombia,2020,Sony
Producto_6,Electrónica,Colomia,2021,L
Producto_6,Electrónica,Colombia,2022,Soony
Producto_6,Electrónica,Colomba,2023,Huawwei
Producto_6,Electrónica,Colombia,2024,HP
Producto_6,Electrónica,Mexico,2018,Aple
Producto_6,Electrónica,Mexico,2019,GL
Producto_6,Electrónica,Mexico,2020,Dell
Producto_6,Electrónica,Mexico,2021,Samsung
Producto_6,Electrónica,Mexico,2022,Huawei
Producto_6,Electrónica,Mexico,2023,HP
Producto_6,Electrónica,Mexico,2024,Samsung
Producto_6,Electrónica,Argentina,2018,HP
Producto_6,Electrónica,Argentina,2019,Sony
Producto_6,Electrónica,Argentina,2020,uawei
Producto_6,Electrónica,Argentina,2021,HP
Producto_6,Electrónica,Argentinaa,2022,G
Producto_6,Electrónica,Argentina,2023,Huwei
Producto_6,Electrónica,Argentina,2024,Xiaomo
Producto_6,Electrónica,Brasil,2018,Apple
Producto_6,Electrónica,Brasil,2019,Xiaom
Producto_6,Electrónica,Brasil,2020,Apple
Producto_6,Electrónica,Brasil,2021,Soyn
Producto_6,Electrónica,Brasil,2022,LG
Producto_6,Electrónica,Brasil,2023,Dell
Producto_6,Electrónica,Brasil,2024,HP
Producto_7,Electrónica,Chilr,2018,HPP
Producto_7,Electrónica,Chike,2019,Samsung
Producto_7,Electrónica,Chile,2020,Xiaomi
Producto_7,Electrónica,Chile,2021,H
Producto_7,Electrónica,Chie,2022,HP
Producto_7,Electrónica,Chile,2023,Huawei
Producto_7,Electrónica,Chile,2024,Huawei
Producto_7,Electrónica,Peru,2018,Delo
Producto_7,Electrónica,Peru,2019,Huawie
Producto_7,Electrónica,Peru,2020,Del
Producto_7,Electrónica,Peru,2021,HP
Producto_7,Electrónica,Peru,2022,Apple
Producto_7,Electrónica,Pru,2023,LG
Producto_7,Electrónica,Peru,2024,Apple
Producto_7,Electrónica,Coolombia,2018,Dell
Producto_7,Electrónica,Colombia,2019,LG
Producto_7,Electrónica,Colombia,2020,Samsung
Producto_7,Electrónica,Colombia,2021,HPP
Producto_7,Electrónica,Colombia,2022,Samsung
Producto_7,Electrónica,Colombia,2023,Dell
Producto_7,Electrónica,Colombia,2024,LG
Producto_7,Electrónica,Mexico,2018,Sony
Producto_7,Electrónica,Mxeico,2019,Xiaomi
Producto_7,Electrónica,Mexiico,2020,HP
Producto_7,Electrónica,Mexico,2021,Xiaomi
Producto_7,Electrónica,Mexico,2022,Sony
Producto_7,Electrónica,Mexico,2023,Xiaomi
Producto_7,Electrónica,Mexico,2024,Apple
Producto_7,Electrónica,Argentina,2018,Dell
Producto_7,Electrónica,Argentina,2019,Huawei
Producto_7,Electrónica,Argnetina,2020,Xiaaomi
Producto_7,Electrónica,Argntina,2021,HP
Producto_7,Electrónica,Argentina,2022,Appel
Producto_7,Electrónica,Argetina,2023,HP
Producto_7,Electrónica,Argentina,2024,HP
Producto_7,Electrónica,Brasil,2018,Huawei
Producto_7,Electrónica,Brsil,2019,Apple
Producto_7,Electrónica,Brasil,2020,LG
Producto_7,Electrónica,Brasil,2021,Huawei
Producto_7,Electrónica,Brasil,2022,Appe
Producto_7,Electrónica,Brasil,2023,Sony
Producto_7,Electrónica,Brasil,2024,LG
Producto_8,Automotriz,Chile,2018,Apple
Producto_8,Automotriz,Chile,2019,HP
Producto_8,Automotriz,Chile,2020,Dell
Producto_8,Automotriz,Chile,2021,Xiaomi
Producto_8,Automotriz,Chile,2022,Samsung
Producto_8,Automotriz,Chile,2023,Appld
Producto_8,Automotriz,Chile,2024,HP
Producto_8,Automotriz,Peru,2018,Samsun
Producto_8,Automotriz,Pru,2019,Huawe
Producto_8,Automotriz,Peru,2020,HPP
Producto_8,Automotriz,Peru,2021,Samsung
Producto_8,Automotriz,Per,2022,Samsung
Producto_8,Automotriz,Peru,2023,Samsung
Producto_8,Automotriz,Peru,2024,Sony
Producto_8,Automotriz,Colombia,2018,Apple
Producto_8,Automotriz,Colombai,2019,Dell
Producto_8,Automotriz,Colmobia,2020,Dell
Producto_8,Automotriz,Colombia,2021,LG
Producto_8,Automotriz,Colombia,2022,Sony
Producto_8,Automotriz,Colombia,2023,Sony
Producto_8,Automotriz,Collombia,2024,GL
Producto_8,Automotriz,Mexicoo,2018,LG
Producto_8,Automotriz,Mexico,2019,Dell
Producto_8,Automotriz,Mexico,2020,Xiiaomi
Producto_8,Automotriz,Mexico,2021,Sony
Producto_8,Automotriz,Mexico,2022,Xiaomi
Producto_8,Automotriz,Mexico,2023,Delll
Producto_8,Automotriz,Mexico,2024,Huawei
Producto_8,Automotriz,Argentina,2018,Sony
Producto_8,Automotriz,Argenina,2019,Sony
Producto_8,Automotriz,Argentina,2020,ony
Producto_8,Automotriz,Aregntina,2021,Sony
Producto_8,Automotriz,Argentina,2022,Aplpe
Producto_8,Automotriz,Argentina,2023,Samsung
Producto_8,Automotriz,Argentina,2024,Huawei
Producto_8,Automotriz,rasil,2018,Xiaomi
Producto_8,Automotriz,Brasil,2019,SSony
Producto_8,Automotriz,Brasil,2020,Dell
Producto_8,Automotriz,Brsil,2021,Huawei
Producto_8,Automotriz,Brasil,2022,Dell
Producto_8,Automotriz,Brasil,2023,SSamsung
Producto_8,Automotriz,Brasil,2024,HP
Producto_9,Electrónica,Chile,2018,Sony
Producto_9,Electrónica,Chile,2019,Xaiomi
Producto_9,Electrónica,Chlie,2020,Sony
Producto_9,Electrónica,Chile,2021,Del
Producto_9,Electrónica,Chile,2022,LG
Producto_9,Electrónica,Cihle,2023,Xiaomi
Producto_9,Electrónica,Chipe,2024,HPP
Producto_9,Electrónica,Peu,2018,LG
Producto_9,Electrónica,Preu,2019,PH
Producto_9,Electrónica,Peru,2020,Huaweei
Producto_9,Electrónica,Peru,2021,Xiaomi
Producto_9,Electrónica,eru,2022,iaomi
Producto_9,Electrónica,Pru,2023,GL
Producto_9,Electrónica,Pru,2024,Apple
Producto_9,Electrónica,Colombiaa,2018,Samsung
Producto_9,Electrónica,Colombia,2019,Samsuung
Producto_9,Electrónica,Colombia,2020,Xiaomi
Producto_9,Electrónica,Colombia,2021,DDell
Producto_9,Electrónica,Colombia,2022,Sony
Producto_9,Electrónica,Colombia,2023,Dell
Producto_9,Electrónica,Colombia,2024,Apple
Producto_9,Electrónica,Mexico,2018,Apple
Producto_9,Electrónica,Mexico,2019,LG
Producto_9,Electrónica,Mexioc,2020,Huawei
Producto_9,Electrónica,Mexico,2021,Apple
Producto_9,Electrónica,Mexico,2022,Smasung
Producto_9,Electrónica,Meixco,2023,Sonny
Producto_9,Electrónica,Mexico,2024,Dell
Producto_9,Electrónica,Argentina,2018,LG
Producto_9,Electrónica,Argentina,2019,Dlel
Producto_9,Electrónica,Argentina,2020,Huawe
Producto_9,Electrónica,Argentina,2021,Dell
Producto_9,Electrónica,Argentina,2022,Samsung
Producto_9,Electrónica,Argentina,2023,LG
Producto_9,Electrónica,Arrgentina,2024,LG
Producto_9,Electrónica,Brasil,2018,Huawej
Producto_9,Electrónica,Brasil,2019,Dell
Producto_9,Electrónica,BBrasil,2020,oSny
Producto_9,Electrónica,Brsil,2021,Xiaomi
Producto_9,Electrónica,Brasil,2022,Apple
Producto_9,Electrónica,Brasi,2023,HP
Producto_9,Electrónica,Brasil,2024,Sony
Producto_10,Deporte,Chile,2018,Dlel
Producto_10,Deporte,Chle,2019,Xiaomi
Producto_10,Deporte,Chile,2020,Soni
Producto_10,Deporte,Chioe,2021,Sony
Producto_10,Deporte,Chile,2022,Huawei
Producto_10,Deporte,Chile,2023,Xiaomi
Producto_10,Deporte,Chile,2024,Apple
Producto_10,Deporte,Peru,2018,Dell
Producto_10,Deporte,Peru,2019,Sony
Producto_10,Deporte,eru,2020,Apple
Producto_10,Deporte,Peur,2021,HP
Producto_10,Deporte,Peru,2022,Dell
Producto_10,Deporte,Peru,2023,Sonny
Producto_10,Deporte,ePru,2024,HPP
Producto_10,Deporte,Colombia,2018,Apple
Producto_10,Deporte,Colombia,2019,Hl
Producto_10,Deporte,Colombia,2020,Huawei
Producto_10,Deporte,Colombia,2021,Huawei
Producto_10,Deporte,Cloombia,2022,Huawwei
Producto_10,Deporte,Colombia,2023,Apple
Producto_10,Deporte,Colobia,2024,LG
Producto_10,Deporte,Meexico,2018,Soony
Producto_10,Deporte,Mexico,2019,Apple
Producto_10,Deporte,Mexico,2020,HP
Producto_10,Deporte,Mexico,2021,Huawei
Producto_10,Deporte,Mexico,2022,Dell
Producto_10,Deporte,Mexicoo,2023,Huawei
Producto_10,Deporte,Mexio,2024,Xiaomii
Producto_10,Deporte,Argentina,2018,Sony
Producto_10,Deporte,Argntina,2019,HPP
Producto_10,Deporte,Argentina,2020,HP
Producto_10,Deporte,Argentina,2021,Huawwi
Producto_10,Deporte,Argentina,2022,Xaiomi
Producto_10,Deporte,Argenina,2023,Huawei
Producto_10,Deporte,Argentina,2024,Dell
Producto_10,Deporte,Brasil,2018,Samsung
Producto_10,Deporte,Brasil,2019,HP
Producto_10,Deporte,Brasli,2020,Deell
Producto_10,Deporte,Brasil,2021,L-G
Producto_10,Deporte,Brasil,2022,Huawei
Producto_10,Deporte,Brasil,2023,LG
Producto_10,Deporte,Brasil,2024,Hl
Producto_11,Juguetería,Chile,2018,GL
Producto_11,Juguetería,Chile,2019,Appel
Producto_11,Juguetería,Chhile,2020,Sony
Producto_11,Juguetería,Chile,2021,Hl
Producto_11,Juguetería,Chile,2022,Samshng
Producto_11,Juguetería,Chilr,2023,Samsung
Producto_11,Juguetería,Chile,2024,Samsungg
Producto_11,Juguetería,Peru,2018,Sony
Producto_11,Juguetería,Peru,2019,Samsung
Producto_11,Juguetería,Per,2020,Dell
Producto_11,Juguetería,Peru,2021,Sony
Producto_11,Juguetería,Peru,2022,HP
Producto_11,Juguetería,Peru,2023,Huawei
Producto_11,Juguetería,Pru,2024,Samsung
Producto_11,Juguetería,Colombia,2018,LG
Producto_11,Juguetería,Colomiba,2019,Dell
Producto_11,Juguetería,Colombia,2020,LG
Producto_11,Juguetería,Colombiia,2021,LG
Producto_11,Juguetería,Colobmia,2022,Dell
Producto_11,Juguetería,Colombia,2023,Dell
Producto_11,Juguetería,Colombia,2024,Sony
Producto_11,Juguetería,Mexio,2018,Apple
Producto_11,Juguetería,Mexico,2019,Xiaomi
Producto_11,Juguetería,Mexico,2020,Xiaomi
Producto_11,Juguetería,Mexico,2021,HP
Producto_11,Juguetería,Mdxico,2022,HPP
Producto_11,Juguetería,Mexico,2023,LG
Producto_11,Juguetería,Mexicco,2024,Samsung
Producto_11,Juguetería,Argentina,2018,Dell
Producto_11,Juguetería,Argentina,2019,Sony
Producto_11,Juguetería,Argentina,2020,Huaweu
Producto_11,Juguetería,Argentina,2021,Huawei
Producto_11,Juguetería,Argentina,2022,Huawei
Producto_11,Juguetería,Argentina,2023,HP
Producto_11,Juguetería,Argentina,2024,Delll
Producto_11,Juguetería,Brasil,2018,HPP
Producto_11,Juguetería,Brasil,2019,Xjaomi
Producto_11,Juguetería,Brasil,2020,Sasung
Producto_11,Juguetería,Brsail,2021,Huaweei
Producto_11,Juguetería,Brasil,2022,Snoy
Producto_11,Juguetería,Brasil,2023,Dell
Producto_11,Juguetería,Brasil,2024,P
Producto_12,Juguetería,Chike,2018,HPP
Producto_12,Juguetería,CChile,2019,Dell
Producto_12,Juguetería,Chile,2020,Sony
Producto_12,Juguetería,Chile,2021,Appel
Producto_12,Juguetería,Chile,2022,Huawei
Producto_12,Juguetería,Chle,2023,Apple
Producto_12,Juguetería,Chile,2024,Dell
Producto_12,Juguetería,Peru,2018,Hl
Producto_12,Juguetería,Per,2019,Appel
Producto_12,Juguetería,Peru,2020,LG
Producto_12,Juguetería,Peru,2021,Samsung
Producto_12,Juguetería,Peru,2022,Dell
Producto_12,Juguetería,Peru,2023,LG
Producto_12,Juguetería,Per,2024,LG
Producto_12,Juguetería,Colombia,2018,Huawei
Producto_12,Juguetería,Colomia,2019,Sony
Producto_12,Juguetería,Coolmbia,2020,GL
Producto_12,Juguetería,Colombia,2021,Samsung
Producto_12,Juguetería,Colombia,2022,Sony
Producto_12,Juguetería,Cplombia,2023,Xiaomi
Producto_12,Juguetería,Coolmbia,2024,HP
Producto_12,Juguetería,Mexico,2018,Dell
Producto_12,Juguetería,Mexico,2019,aSmsung
Producto_12,Juguetería,Meixco,2020,Dell
Producto_12,Juguetería,Mexico,2021,LG
Producto_12,Juguetería,Mexioc,2022,Xiaomi
Producto_12,Juguetería,Mexico,2023,Sony
Producto_12,Juguetería,Mexico,2024,Apple
Producto_12,Juguetería,Argentina,2018,Sony
Producto_12,Juguetería,Argentina,2019,eDll
Producto_12,Juguetería,Argentina,2020,HHuawei
Producto_12,Juguetería,Argentina,2021,Huawei
Producto_12,Juguetería,Argentina,2022,H
Producto_12,Juguetería,Argejtina,2023,HPP
Producto_12,Juguetería,Argentina,2024,LG
Producto_12,Juguetería,Brasil,2018,HP
Producto_12,Juguetería,Brasil,2019,HP
Producto_12,Juguetería,Brasil,2020,Sony
Producto_12,Juguetería,Brasil,2021,Dell
Producto_12,Juguetería,Brasil,2022,LG
Producto_12,Juguetería,Brasil,2023,Huawei
Producto_12,Juguetería,Brasil,2024,Dell
Producto_13,Automotriz,Chile,2018,LG
Producto_13,Automotriz,Chile,2019,HHP
Producto_13,Automotriz,Cihle,2020,HPP
Producto_13,Automotriz,Cihle,2021,LG
Producto_13,Automotriz,Chile,2022,Apple
Producto_13,Automotriz,Chile,2023,Samsung
Producto_13,Automotriz,Chile,2024,Samsung
Producto_13,Automotriz,Peru,2018,Xiaomi
Producto_13,Automotriz,Peru,2019,Dell
Producto_13,Automotriz,Peru,2020,HP
Producto_13,Automotriz,Peru,2021,DDell
Producto_13,Automotriz,Peru,2022,Dlel
Producto_13,Automotriz,Peur,2023,Huawei
Producto_13,Automotriz,Peru,2024,Apple
Producto_13,Automotriz,Colombia,2018,Sammsung
Producto_13,Automotriz,Colombia,2019,DDell
Producto_13,Automotriz,Cokombia,2020,Xiaomi
Producto_13,Automotriz,Colombia,2021,Apple
Producto_13,Automotriz,Colombia,2022,Huawei
Producto_13,Automotriz,Colombia,2023,Samsung
Producto_13,Automotriz,Colombia,2024,HP
Producto_13,Automotriz,eMxico,2018,L-G
Producto_13,Automotriz,Mexico,2019,Xiaomi
Producto_13,Automotriz,Mexico,2020,PH
Producto_13,Automotriz,Mexico,2021,HP
Producto_13,Automotriz,Mexico,2022,Dell
Producto_13,Automotriz,Mexico,2023,Xiaomi
Producto_13,Automotriz,Mexico,2024,Xiaomi
Producto_13,Automotriz,Argentina,2018,Appel
Producto_13,Automotriz,Argdntina,2019,LG
Producto_13,Automotriz,Argenttina,2020,HPP
Producto_13,Automotriz,Argentina,2021,Sony
Producto_13,Automotriz,Arggentina,2022,Sony
Producto_13,Automotriz,Argentina,2023,Apple
Producto_13,Automotriz,Argentina,2024,Sony
Producto_13,Automotriz,Brasi,2018,Sony
Producto_13,Automotriz,Brasil,2019,Huawei
Producto_13,Automotriz,Brasil,2020,LG
Producto_13,Automotriz,Brasil,2021,LG
Producto_13,Automotriz,Brsil,2022,Dell
Producto_13,Automotriz,Brasil,2023,Sony
Producto_13,Automotriz,Brasil,2024,Huawei
Producto_14,Electrónica,Chile,2018,Dell
Producto_14,Electrónica,Chile,2019,Sonyy
Producto_14,Electrónica,Chioe,2020,Samsnug
Producto_14,Electrónica,Chile,2021,Appel
Producto_14,Electrónica,Chile,2022,LG
Producto_14,Electrónica,Chile,2023,HP
Producto_14,Electrónica,Chile,2024,Xiaomi
Producto_14,Electrónica,Peru,2018,Dell
Producto_14,Electrónica,eru,2019,HP
Producto_14,Electrónica,Peur,2020,Xiaomi
Producto_14,Electrónica,Peru,2021,Apple
Producto_14,Electrónica,eru,2022,Del
Producto_14,Electrónica,Peru,2023,Huawei
Producto_14,Electrónica,Peru,2024,HP
Producto_14,Electrónica,Colombia,2018,Samung
Producto_14,Electrónica,Colombia,2019,Del
Producto_14,Electrónica,Colombia,2020,Sony
Producto_14,Electrónica,Colombia,2021,LG
Producto_14,Electrónica,Colombia,2022,Xiaomi
Producto_14,Electrónica,Colombia,2023,Samung
Producto_14,Electrónica,Colombia,2024,LG
Producto_14,Electrónica,Mexico,2018,Hauwei
Producto_14,Electrónica,eMxico,2019,Apple
Producto_14,Electrónica,Mexico,2020,LG
Producto_14,Electrónica,Mexio,2021,Sony
Producto_14,Electrónica,Mexio,2022,Dell
Producto_14,Electrónica,Mexico,2023,HPP
Producto_14,Electrónica,Mexio,2024,Sony
Producto_14,Electrónica,Argentina,2018,Huawe
Producto_14,Electrónica,Argntina,2019,cell
Producto_14,Electrónica,Argentina,2020,Dell
Producto_14,Electrónica,Argentina,2021,Sony
Producto_14,Electrónica,Argentina,2022,HP
Producto_14,Electrónica,Argentina,2023,Del
Producto_14,Electrónica,Aregntina,2024,LG
Producto_14,Electrónica,Brasio,2018,xony
Producto_14,Electrónica,Brasi,2019,Xiaomi
Producto_14,Electrónica,Brasil,2020,Son
Producto_14,Electrónica,Brasil,2021,L
Producto_14,Electrónica,Brasil,2022,LG
Producto_14,Electrónica,Brasil,2023,Huawie
Producto_14,Electrónica,Brassil,2024,Huawei
Producto_15,Automotriz,Chile,2018,Apple
Producto_15,Automotriz,Chile,2019,Huawei
Producto_15,Automotriz,Chile,2020,Huawei
